,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1103,2024-07-23,600519,8617.93,8396.83,8627.97,8396.83,30944,4555460198.0,2.68,-2.57,-221.1,0.25
1104,2024-07-24,600519,8372.72,8321.56,8440.55,8296.34,24123,3490200973.0,1.72,-0.9,-75.27,0.19
1105,2024-07-25,600519,8321.56,8273.68,8361.66,8221.02,28347,4054086714.0,1.69,-0.58,-47.88,0.23
1106,2024-07-26,600519,8273.68,8231.97,8310.01,8175.24,32354,4594928574.0,1.63,-0.5,-41.71,0.26
1107,2024-07-29,600519,8195.84,8110.52,8230.97,8110.42,30869,4342610100.0,1.46,-1.48,-121.45,0.25
1108,2024-07-30,600519,8050.02,8019.92,8071.58,7926.01,51779,7103491566.0,1.79,-1.12,-90.6,0.41
1109,2024-07-31,600519,7985.3,8227.4,8257.5,7985.3,43272,6098149721.0,3.39,2.59,207.48,0.34
1110,2024-08-01,600519,8210.92,8050.93,8220.97,8043.59,32038,4470988088.0,2.16,-2.14,-176.47,0.26
1111,2024-08-02,600519,7987.82,8047.36,8105.25,7987.82,21928,3041726372.0,1.46,-0.04,-3.57,0.17
1112,2024-08-05,600519,8064.6,8170.77,8251.12,8047.71,37736,5327127147.0,2.53,1.53,123.41,0.3
1113,2024-08-06,600519,8231.02,8144.09,8241.07,8090.37,27444,3860735014.0,1.84,-0.33,-26.68,0.22
1114,2024-08-07,600519,8148.11,8198.36,8230.97,8111.93,20622,2910580747.0,1.46,0.67,54.27,0.16
1115,2024-08-08,600519,8175.74,8274.68,8362.57,8165.69,25131,3592705430.0,2.4,0.93,76.32,0.2
1116,2024-08-09,600519,8422.11,8305.38,8467.18,8305.38,30138,4368705515.0,1.96,0.37,30.7,0.24
1117,2024-08-12,600519,8271.21,8301.87,8336.54,8254.03,13632,1956573438.0,0.99,-0.04,-3.51,0.11
1118,2024-08-13,600519,8286.29,8236.09,8296.34,8180.82,16308,2317037756.0,1.39,-0.79,-65.78,0.13
1119,2024-08-14,600519,8236.09,8187.3,8245.59,8180.87,13414,1898377426.0,0.79,-0.59,-48.79,0.11
1120,2024-08-15,600519,8145.75,8255.59,8301.31,8140.32,23039,3275699572.0,1.97,0.83,68.29,0.18
1121,2024-08-16,600519,8255.08,8277.24,8300.96,8205.94,16455,2349825846.0,1.15,0.26,21.65,0.13
1122,2024-08-19,600519,8281.26,8248.3,8416.33,8246.09,20433,2942106435.0,2.06,-0.35,-28.94,0.16
1123,2024-08-20,600519,8270.71,8234.63,8270.86,8190.82,18591,2644814344.0,0.97,-0.17,-13.67,0.15
1124,2024-08-21,600519,8220.97,8208.81,8261.06,8199.31,15092,2144746551.0,0.75,-0.31,-25.82,0.12
1125,2024-08-22,600519,8200.87,8170.97,8220.97,8120.52,19527,2750868073.0,1.22,-0.46,-37.84,0.16
1126,2024-08-23,600519,8160.67,8195.79,8238.55,8151.22,15320,2166499202.0,1.07,0.3,24.82,0.12
1127,2024-08-26,600519,8205.89,8180.77,8240.36,8136.3,15628,2207595461.0,1.27,-0.18,-15.02,0.12
1128,2024-08-27,600519,8180.77,8140.92,8185.79,8126.05,13657,1920770570.0,0.73,-0.49,-39.85,0.11
1129,2024-08-28,600519,8140.92,8065.2,8150.62,7994.85,31664,4388025875.0,1.91,-0.93,-75.72,0.25
1130,2024-08-29,600519,8019.97,8187.3,8210.92,8019.97,27472,3864270621.0,2.37,1.51,122.1,0.22
1131,2024-08-30,600519,8185.79,8337.49,8412.26,8145.59,38739,5576118649.0,3.26,1.83,150.19,0.31
1132,2024-09-02,600519,8271.21,8095.35,8311.41,8095.35,34135,4801049927.0,2.59,-2.9,-242.14,0.27
1133,2024-09-03,600519,8110.42,8170.72,8195.74,8085.4,17888,2516125842.0,1.36,0.93,75.37,0.14
1134,2024-09-04,600519,8130.52,8120.47,8216.9,8119.16,14211,1995221417.0,1.2,-0.62,-50.25,0.11
1135,2024-09-05,600519,8122.98,8144.99,8155.64,8105.4,14503,2033680839.0,0.62,0.3,24.52,0.12
1136,2024-09-06,600519,8145.59,8110.42,8150.62,8110.42,10321,1445537257.0,0.49,-0.42,-34.57,0.08
1137,2024-09-09,600519,8020.03,7994.85,8088.86,7970.13,28638,3950086825.0,1.46,-1.42,-115.57,0.23
1138,2024-09-10,600519,7969.83,8009.93,8085.3,7969.83,19803,2737295644.0,1.44,0.19,15.08,0.16
1139,2024-09-11,600519,7997.87,8019.97,8049.52,7944.6,20996,2892932794.0,1.31,0.13,10.04,0.17
1140,2024-09-12,600519,8019.97,7794.16,8045.1,7793.41,47948,6482445000.0,3.14,-2.82,-225.81,0.38
1141,2024-09-13,600519,7773.76,7638.74,7778.78,7604.42,56005,7329376917.0,2.24,-1.99,-155.42,0.45
1142,2024-09-18,600519,7617.99,7451.67,7618.04,7450.47,46185,5895948011.0,2.19,-2.45,-187.07,0.37
1143,2024-09-19,600519,7427.05,7422.02,7582.22,7345.8,59988,7623739997.0,3.17,-0.4,-29.65,0.48
1144,2024-09-20,600519,7424.54,7436.7,7486.84,7366.9,39982,5038507835.0,1.62,0.2,14.68,0.32
1145,2024-09-23,600519,7457.2,7424.74,7585.33,7420.32,45550,5809791682.0,2.22,-0.16,-11.96,0.36
1146,2024-09-24,600519,7543.07,7982.79,7984.8,7442.58,100413,13297277523.0,7.3,7.52,558.05,0.8
1147,2024-09-25,600519,8120.72,8115.45,8256.14,8103.94,73954,10420109655.0,1.91,1.66,132.66,0.59
1148,2024-09-26,600519,8120.27,8768.67,8773.04,8100.37,97278,14269262657.0,8.29,8.05,653.22,0.77
1149,2024-09-27,600519,9125.43,9272.15,9272.15,8951.37,87922,14050260569.0,3.66,5.74,503.48,0.7
1150,2024-09-30,600519,9587.71,9869.1,9928.79,9386.72,157293,26982747037.0,5.85,6.44,596.95,1.25
1151,2024-10-08,600519,10683.11,9743.48,10683.11,9528.32,194709,35114075007.0,11.7,-1.27,-125.62,1.55
1152,2024-10-09,600519,9627.91,9101.06,9627.91,9075.18,120197,19708432734.0,5.67,-6.59,-642.42,0.96
1153,2024-10-10,600519,9237.28,9326.42,9467.52,9080.21,74603,12198964035.0,4.26,2.48,225.36,0.59
1154,2024-10-11,600519,9202.81,9150.5,9326.22,9075.18,41915,6764982707.0,2.69,-1.89,-175.92,0.33
1155,2024-10-14,600519,9190.75,9135.43,9229.09,9030.81,44812,7181350822.0,2.17,-0.16,-15.07,0.36
1156,2024-10-15,600519,9120.4,8895.54,9130.4,8889.31,43571,6884141869.0,2.64,-2.63,-239.89,0.35
1157,2024-10-16,600519,8828.36,8736.01,8873.18,8673.2,46664,7140169692.0,2.25,-1.79,-159.53,0.37
1158,2024-10-17,600519,8808.87,8595.82,8812.18,8589.84,39460,5964778958.0,2.55,-1.6,-140.19,0.31
1159,2024-10-18,600519,8587.78,8828.97,8963.83,8517.23,68619,10418043492.0,5.2,2.71,233.15,0.55
1160,2024-10-21,600519,8830.02,8767.66,8874.04,8729.53,42008,6433918335.0,1.64,-0.69,-61.31,0.33
1161,2024-10-22,600519,8756.41,8839.02,8925.34,8744.55,36269,5607826492.0,2.06,0.81,71.36,0.29
1162,2024-10-23,600519,8844.59,8962.12,9009.61,8783.74,40088,6259600035.0,2.56,1.39,123.1,0.32
1163,2024-10-24,600519,8929.46,8885.24,8999.81,8849.12,23923,3723973209.0,1.68,-0.86,-76.88,0.19
1164,2024-10-25,600519,8859.12,8918.66,8998.75,8854.14,27745,4328271351.0,1.63,0.38,33.42,0.22
1165,2024-10-28,600519,8924.44,8949.56,8949.56,8734.65,39121,6064453668.0,2.41,0.35,30.9,0.31
1166,2024-10-29,600519,8924.44,8781.83,9024.93,8773.69,41166,6368105233.0,2.81,-1.87,-167.73,0.33
1167,2024-10-30,600519,8748.57,8783.74,8880.17,8740.58,32006,4913175983.0,1.59,0.02,1.91,0.25
1168,2024-10-31,600519,8784.5,8762.59,8823.94,8723.45,29957,4575545180.0,1.14,-0.24,-21.15,0.24
1169,2024-11-01,600519,8728.47,8792.54,8849.72,8727.47,32284,4954302212.0,1.4,0.34,29.95,0.26
1170,2024-11-04,600519,8848.71,8865.14,8874.19,8763.95,29093,4481761764.0,1.25,0.83,72.6,0.23
1171,2024-11-05,600519,8823.94,9009.81,9013.38,8803.89,45640,7134443464.0,2.36,1.63,144.67,0.36
1172,2024-11-06,600519,8999.81,8979.71,9070.11,8930.57,37631,5916917616.0,1.55,-0.33,-30.1,0.3
1173,2024-11-07,600519,8936.8,9372.35,9394.26,8935.99,74739,12074951757.0,5.1,4.37,392.64,0.59
1174,2024-11-08,600519,9431.39,9175.53,9462.64,9130.5,60771,9885645907.0,3.54,-2.1,-196.82,0.48
1175,2024-11-11,600519,9075.18,9115.43,9175.43,8960.57,43854,6957095385.0,2.34,-0.66,-60.1,0.35
1176,2024-11-12,600519,9070.16,9010.86,9241.0,8994.53,49223,7844798676.0,2.7,-1.15,-104.57,0.39
1177,2024-11-13,600519,8964.64,9017.4,9058.4,8930.87,29125,4594445032.0,1.42,0.07,6.54,0.23
1178,2024-11-14,600519,8974.69,8993.78,9097.54,8952.83,29248,4617144097.0,1.6,-0.26,-23.62,0.23
1179,2024-11-15,600519,8969.66,8919.41,9044.03,8889.26,33761,5295326892.0,1.72,-0.83,-74.37,0.27
1180,2024-11-18,600519,8934.49,8919.41,9004.78,8899.31,27092,4237197499.0,1.18,0.0,0.0,0.22
1181,2024-11-19,600519,8949.56,8833.59,8971.52,8748.57,33266,5138831155.0,2.5,-0.96,-85.82,0.26
1182,2024-11-20,600519,8839.02,8848.11,8894.14,8780.23,21345,3292675257.0,1.29,0.16,14.52,0.17
1183,2024-11-21,600519,8843.39,8849.72,8869.11,8783.74,18262,2810933515.0,0.96,0.02,1.61,0.15
1184,2024-11-22,600519,8829.72,8662.24,8862.98,8662.24,33436,5107288992.0,2.27,-2.12,-187.48,0.27
1185,2024-11-25,600519,8678.22,8615.76,8783.74,8606.22,33186,5011136234.0,2.05,-0.54,-46.48,0.26
1186,2024-11-26,600519,8615.76,8668.17,8717.82,8567.07,25745,3876885984.0,1.75,0.61,52.41,0.2
1187,2024-11-27,600519,8668.17,8718.67,8734.25,8648.07,25934,3927607772.0,0.99,0.58,50.5,0.21
1188,2024-11-28,600519,8733.5,8713.4,8748.52,8633.0,23952,3627662382.0,1.32,-0.06,-5.27,0.19
1189,2024-11-29,600519,8708.37,8752.29,8899.31,8689.33,36088,5534035503.0,2.41,0.45,38.89,0.29
1190,2024-12-02,600519,8753.59,8748.57,8773.64,8698.82,26820,4086609952.0,0.85,-0.04,-3.72,0.21
1191,2024-12-03,600519,8743.54,8757.31,8768.17,8703.75,24807,3777197199.0,0.74,0.1,8.74,0.2
1192,2024-12-04,600519,8723.8,8723.45,8741.84,8673.2,23924,3626565544.0,0.78,-0.39,-33.86,0.19
1193,2024-12-05,600519,8677.52,8678.22,8712.69,8673.2,16141,2441318387.0,0.45,-0.52,-45.23,0.13
1194,2024-12-06,600519,8688.27,8728.52,8818.41,8663.5,32040,4883148600.0,1.79,0.58,50.3,0.26
1195,2024-12-09,600519,8733.6,8717.42,8772.29,8689.28,19800,3008173586.0,0.95,-0.13,-11.1,0.16
1196,2024-12-10,600519,8974.69,8857.05,9023.58,8849.97,60312,9421340719.0,1.99,1.6,139.63,0.48
1197,2024-12-11,600519,8823.94,8801.83,8899.31,8778.62,29671,4569662604.0,1.36,-0.62,-55.22,0.24
1198,2024-12-12,600519,8783.84,8953.58,8954.59,8768.67,41937,6510547810.0,2.11,1.72,151.75,0.33
1199,2024-12-13,600519,8874.24,8718.42,8899.26,8717.82,49512,7580908315.0,2.03,-2.63,-235.16,0.39
1200,2024-12-16,600519,8728.47,8759.62,8768.67,8676.77,32537,4945298799.0,1.05,0.47,41.2,0.26
1201,2024-12-17,600519,8753.54,8914.39,8969.66,8728.52,54172,8398945449.0,2.75,1.77,154.77,0.43
1202,2024-12-18,600519,8914.24,8982.22,9009.86,8859.62,41162,6440801971.0,1.69,0.76,67.83,0.33
1203,2024-12-19,600519,8950.26,8879.26,8964.28,8875.85,24809,3862602665.0,0.98,-1.15,-102.96,0.2
1204,2024-12-20,600519,8899.37,8853.5,8952.99,8843.55,28158,4307425535.0,1.23,-0.29,-25.76,0.22
1205,2024-12-23,600519,8858.52,8875.86,8933.89,8828.37,21603,3300971424.0,1.19,0.25,22.36,0.17
1206,2024-12-24,600519,8868.57,8938.01,8964.04,8851.44,22105,3394160299.0,1.27,0.7,62.15,0.18
1207,2024-12-25,600519,8937.91,8893.7,8937.91,8874.1,17123,2621061878.0,0.71,-0.5,-44.31,0.14
1208,2024-12-26,600519,8913.79,8882.59,8937.81,8858.52,18287,2798840003.0,0.89,-0.12,-11.11,0.15
1209,2024-12-27,600519,8888.17,8888.52,8923.84,8840.94,20759,3170191445.0,0.93,0.07,5.93,0.17
1210,2024-12-30,600519,8913.64,8868.57,8963.84,8868.57,25130,3849542646.0,1.07,-0.22,-19.95,0.2
1211,2024-12-31,600519,8870.58,8863.55,8969.07,8853.55,39354,6033540366.0,1.3,-0.06,-5.02,0.31
1212,2025-01-02,600519,8863.55,8682.65,8866.01,8642.46,50029,7490883773.0,2.52,-2.04,-180.9,0.4
1213,2025-01-03,600519,8715.32,8617.33,8717.78,8577.18,32628,4836610288.0,1.62,-0.75,-65.32,0.26
1214,2025-01-06,600519,8506.79,8441.46,8555.33,8405.29,44255,6392479712.0,1.74,-2.04,-175.87,0.35
1215,2025-01-07,600519,8464.88,8442.47,8501.21,8436.44,24221,3494634227.0,0.77,0.01,1.01,0.19
1216,2025-01-08,600519,8441.46,8454.03,8500.86,8374.43,35258,5071821246.0,1.5,0.14,11.56,0.28
1217,2025-01-09,600519,8486.64,8461.56,8564.97,8406.19,29706,4295852736.0,1.88,0.09,7.53,0.24
1218,2025-01-10,600519,8477.14,8421.37,8501.51,8421.37,21872,3154677598.0,0.95,-0.47,-40.19,0.17
1219,2025-01-13,600519,8366.09,8461.46,8463.77,8351.07,21083,3030806870.0,1.34,0.48,40.09,0.17
1220,2025-01-14,600519,8466.34,8604.77,8635.82,8451.51,30957,4535651504.0,2.18,1.69,143.31,0.25
1221,2025-01-15,600519,8577.13,8598.59,8615.32,8542.01,18399,2701518712.0,0.85,-0.07,-6.18,0.15
1222,2025-01-16,600519,8612.31,8473.52,8655.82,8451.51,26342,3840411437.0,2.38,-1.45,-125.07,0.21
1223,2025-01-17,600519,8473.57,8515.58,8546.99,8473.52,18309,2663227309.0,0.87,0.5,42.06,0.15
1224,2025-01-20,600519,8546.99,8616.33,8691.65,8541.96,31410,4647626351.0,1.76,1.18,100.75,0.25
1225,2025-01-21,600519,8647.48,8582.91,8652.51,8567.08,16856,2481821229.0,0.99,-0.39,-33.42,0.13
1226,2025-01-22,600519,8558.39,8446.49,8581.91,8431.41,28294,4088101682.0,1.75,-1.59,-136.42,0.23
1227,2025-01-23,600519,8491.56,8456.54,8582.16,8431.41,27125,3932700850.0,1.78,0.12,10.05,0.22
1228,2025-01-24,600519,8451.51,8421.37,8480.61,8392.77,31360,4515322685.0,1.04,-0.42,-35.17,0.25
1229,2025-01-27,600519,8426.39,8416.29,8461.41,8376.24,29356,4213534543.0,1.01,-0.06,-5.08,0.23
1230,2025-02-05,600519,8441.46,8259.57,8456.54,8251.58,40757,5753730034.0,2.44,-1.86,-156.72,0.32
1231,2025-02-06,600519,8240.52,8304.99,8350.97,8240.52,27356,3859568163.0,1.34,0.55,45.42,0.22
1232,2025-02-07,600519,8309.21,8421.37,8454.93,8257.61,37242,5310850624.0,2.38,1.4,116.38,0.3
1233,2025-02-10,600519,8431.41,8398.8,8441.46,8376.59,20840,2988101756.0,0.77,-0.27,-22.57,0.17
1234,2025-02-11,600519,8416.09,8330.92,8421.16,8320.37,23573,3348668867.0,1.2,-0.81,-67.88,0.19
1235,2025-02-12,600519,8330.92,8456.54,8466.59,8325.29,25476,3644170477.0,1.7,1.51,125.62,0.2
1236,2025-02-13,600519,8456.64,8567.39,8618.59,8413.88,43385,6335985851.0,2.42,1.31,110.85,0.35
1237,2025-02-14,600519,8567.39,8617.33,8627.38,8533.02,27100,3978694098.0,1.1,0.58,49.94,0.22
1238,2025-02-17,600519,8647.48,8600.35,8717.73,8577.64,32471,4804663813.0,1.63,-0.2,-16.98,0.26
1239,2025-02-18,600519,8592.21,8617.33,8707.73,8552.41,27800,4113845397.0,1.81,0.2,16.98,0.22
1240,2025-02-19,600519,8617.58,8697.73,8715.01,8566.58,32393,4803378441.0,1.72,0.93,80.4,0.26
1241,2025-02-20,600519,8657.53,8612.31,8702.6,8609.24,23750,3513552984.0,1.07,-0.98,-85.42,0.19
1242,2025-02-21,600519,8642.46,8683.71,8726.52,8607.33,36418,5418169587.0,1.38,0.83,71.4,0.29
1243,2025-02-24,600519,8682.65,8637.78,8740.54,8612.31,34744,5157907322.0,1.48,-0.53,-45.93,0.28
1244,2025-02-25,600519,8592.26,8511.81,8609.24,8501.76,28387,4142814459.0,1.24,-1.46,-125.97,0.23
1245,2025-02-26,600519,8519.1,8542.01,8566.88,8466.59,26366,3835949041.0,1.18,0.35,30.2,0.21
1246,2025-02-27,600519,8542.06,8670.39,8692.2,8511.81,49762,7368002361.0,2.11,1.5,128.38,0.4
1247,2025-02-28,600519,8670.09,8746.92,8885.56,8652.51,56129,8475738166.0,2.69,0.88,76.53,0.45
1248,2025-03-03,600519,8756.02,8677.73,8848.42,8649.99,31596,4736679903.0,2.27,-0.79,-69.19,0.25
1249,2025-03-04,600519,8667.58,8592.76,8672.6,8568.14,25211,3710675863.0,1.2,-0.98,-84.97,0.2
1250,2025-03-05,600519,8602.26,8573.97,8612.31,8542.46,24605,3606932152.0,0.81,-0.22,-18.79,0.2
1251,2025-03-06,600519,8612.31,8773.0,8794.2,8602.66,42168,6297117400.0,2.23,2.32,199.03,0.34
1252,2025-03-07,600519,8758.03,8848.47,8885.46,8758.03,37991,5760608729.0,1.45,0.86,75.47,0.3
1253,2025-03-10,600519,8842.49,8858.02,8878.02,8773.8,31369,4758789260.0,1.18,0.11,9.55,0.25
1254,2025-03-11,600519,8828.37,8987.56,8987.56,8803.25,39776,6094007854.0,2.08,1.46,129.54,0.32
1255,2025-03-12,600519,8978.92,8956.91,8992.58,8875.36,29604,4552923644.0,1.3,-0.34,-30.65,0.24
1256,2025-03-13,600519,8964.04,8932.74,9021.83,8898.12,25724,3966369271.0,1.38,-0.27,-24.17,0.2
1257,2025-03-14,600519,8982.43,9386.18,9386.18,8948.97,92913,14882842708.0,4.89,5.08,453.44,0.74
1258,2025-03-17,600519,9531.84,9435.67,9536.82,9380.5,54689,8985138902.0,1.67,0.53,49.49,0.44
1259,2025-03-18,600519,9471.75,9366.03,9506.72,9354.47,31613,5153210436.0,1.61,-0.74,-69.64,0.25
1260,2025-03-19,600519,9367.48,9424.87,9486.62,9361.0,27390,4477128770.0,1.34,0.63,58.84,0.22
1261,2025-03-20,600519,9424.87,9265.53,9434.36,9220.66,36737,5903879207.0,2.27,-1.69,-159.34,0.29
1262,2025-03-21,600519,9240.41,9113.53,9306.73,9088.81,33614,5324973190.0,2.35,-1.64,-152.0,0.27
1263,2025-03-24,600519,9094.69,9160.01,9193.47,9056.4,25566,4032223482.0,1.5,0.51,46.48,0.2
1264,2025-03-25,600519,9185.13,9122.32,9209.25,9077.9,17674,2783286813.0,1.43,-0.41,-37.69,0.14
1265,2025-03-26,600519,9108.61,9124.84,9157.9,9099.71,14324,2257639750.0,0.64,0.03,2.52,0.11
1266,2025-03-27,600519,9124.84,9190.16,9236.64,9111.67,17956,2848889210.0,1.37,0.72,65.32,0.14
1267,2025-03-28,600519,9199.86,9171.11,9210.26,9124.84,16228,2569470015.0,0.93,-0.21,-19.05,0.13
1268,2025-03-31,600519,9149.86,9049.46,9179.91,9044.74,21085,3311857714.0,1.47,-1.33,-121.65,0.17
1269,2025-04-01,600519,9064.54,9024.44,9094.13,9005.3,18556,2893739955.0,0.98,-0.28,-25.02,0.15
1270,2025-04-02,600519,9034.39,8989.27,9083.63,8971.58,21674,3371883024.0,1.24,-0.39,-35.17,0.17
1271,2025-04-03,600519,8893.7,9089.06,9175.08,8888.72,35481,5557442052.0,3.19,1.11,99.79,0.28
1272,2025-04-07,600519,8843.5,8742.95,8928.12,8552.01,101953,15314738235.0,4.14,-3.81,-346.11,0.81
1273,2025-04-08,600519,8808.27,8969.07,8969.07,8717.83,73876,11226977557.0,2.87,2.59,226.12,0.59
1274,2025-04-09,600519,8868.67,8949.17,9028.36,8846.21,55630,8562928225.0,2.03,-0.22,-19.9,0.44
1275,2025-04-10,600519,8999.17,8989.17,9019.32,8883.65,38620,5963650791.0,1.52,0.45,40.0,0.31
1276,2025-04-11,600519,9144.78,9089.56,9144.78,8969.07,32634,5087359924.0,1.95,1.12,100.39,0.26
1277,2025-04-14,600519,9049.31,9004.19,9074.59,9001.88,21711,3379425640.0,0.8,-0.94,-85.37,0.17
1278,2025-04-15,600519,9004.24,9034.39,9069.56,8969.07,21489,3339942729.0,1.12,0.34,30.2,0.17
1279,2025-04-16,600519,9004.24,9040.27,9124.84,8928.87,31156,4834880596.0,2.17,0.07,5.88,0.25
