,日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2020-01-02,600519,5970.88,5980.93,6056.61,5910.59,148099,16696837120.0,2.34,-4.26,-266.32,1.18
1,2020-01-03,600519,5915.61,5722.46,5915.61,5714.12,130319,14266380544.0,3.37,-4.32,-258.47,1.04
2,2020-01-06,600519,5683.77,5719.6,5794.51,5665.88,63415,6853917696.0,2.25,-0.05,-2.86,0.5
3,2020-01-07,600519,5717.13,5802.71,5825.17,5711.61,47854,5220697088.0,1.99,1.45,83.11,0.38
4,2020-01-08,600519,5755.07,5770.6,5807.58,5742.66,25008,2720371920.0,1.12,-0.55,-32.11,0.2
5,2020-01-09,600519,5800.04,5843.76,5857.27,5779.94,37406,4110949808.0,1.34,1.27,73.16,0.3
6,2020-01-10,600519,5875.41,5893.0,5910.54,5842.75,35976,3993457120.0,1.16,0.84,49.24,0.29
7,2020-01-13,600519,5893.0,5952.14,5976.91,5890.49,38516,4325688064.0,1.47,1.0,59.14,0.31
8,2020-01-14,600519,5951.79,5867.37,5955.26,5845.27,35145,3916300784.0,1.85,-1.42,-84.77,0.28
9,2020-01-15,600519,5875.46,5891.14,5938.73,5855.31,26029,2895603680.0,1.42,0.41,23.77,0.21
10,2020-01-16,600519,5925.01,5865.36,5925.01,5843.15,23192,2571593136.0,1.39,-0.44,-25.78,0.18
11,2020-01-17,600519,5880.44,5867.88,5894.41,5835.27,23473,2599645152.0,1.01,0.04,2.52,0.19
12,2020-01-20,600519,5889.78,5784.97,5889.78,5739.74,35391,3858246848.0,2.56,-1.41,-82.91,0.28
13,2020-01-21,600519,5734.72,5706.08,5764.87,5691.0,32874,3542441312.0,1.28,-1.36,-78.89,0.26
14,2020-01-22,600519,5679.45,5707.13,5749.79,5605.98,36200,3875275072.0,2.52,0.02,1.05,0.29
15,2020-01-23,600519,5709.6,5593.02,5709.6,5513.63,53468,5638945792.0,3.43,-2.0,-114.11,0.43
16,2020-02-03,600519,5252.34,5347.41,5381.38,5227.22,123443,12314991872.0,2.76,-4.39,-245.61,0.98
17,2020-02-04,600519,5403.08,5518.7,5614.12,5383.03,62624,6490469120.0,4.32,3.2,171.29,0.5
18,2020-02-05,600519,5578.95,5578.9,5599.05,5493.68,47418,4956355328.0,1.91,1.09,60.2,0.38
19,2020-02-06,600519,5626.33,5684.47,5704.57,5589.1,47171,5011246336.0,2.07,1.89,105.57,0.38
20,2020-02-07,600519,5679.5,5709.6,5714.62,5634.32,31279,3348894576.0,1.41,0.44,25.13,0.25
21,2020-02-10,600519,5639.25,5661.81,5702.56,5615.13,30533,3251908512.0,1.53,-0.84,-47.79,0.24
22,2020-02-11,600519,5644.27,5820.14,5828.58,5643.27,47918,5222918912.0,3.27,2.8,158.33,0.38
23,2020-02-12,600519,5774.92,5816.47,5824.11,5759.24,28125,3072293968.0,1.11,-0.06,-3.67,0.22
24,2020-02-13,600519,5820.14,5784.97,5899.99,5769.94,30357,3335277424.0,2.24,-0.54,-31.5,0.24
25,2020-02-14,600519,5782.2,5769.89,5797.58,5745.32,23288,2534568400.0,0.9,-0.26,-15.08,0.19
26,2020-02-17,600519,5742.26,5799.14,5811.05,5741.75,27028,2946182656.0,1.2,0.51,29.25,0.22
27,2020-02-18,600519,5779.99,5749.79,5814.51,5744.77,26665,2897729696.0,1.2,-0.85,-49.35,0.21
28,2020-02-19,600519,5754.82,5812.6,5837.73,5719.65,37051,4052365600.0,2.05,1.09,62.81,0.29
29,2020-02-20,600519,5813.61,5920.64,5950.79,5807.13,46803,5220660992.0,2.47,1.86,108.04,0.37
30,2020-02-21,600519,5887.77,5894.91,5948.47,5880.49,28940,3225337168.0,1.15,-0.43,-25.73,0.23
31,2020-02-24,600519,5857.83,5765.77,5880.44,5757.33,38650,4221857472.0,2.09,-2.19,-129.14,0.31
32,2020-02-25,600519,5719.65,5703.62,5740.2,5668.79,38386,4127432128.0,1.24,-1.08,-62.15,0.31
33,2020-02-26,600519,5639.25,5698.04,5749.79,5604.08,43561,4663278336.0,2.55,-0.1,-5.58,0.35
34,2020-02-27,600519,5709.6,5766.83,5805.02,5709.6,34498,3758783808.0,1.67,1.21,68.79,0.27
35,2020-02-28,600519,5680.95,5614.12,5739.74,5578.8,49947,5307929344.0,2.79,-2.65,-152.71,0.4
36,2020-03-02,600519,5579.5,5759.89,5812.86,5579.0,47663,5154329088.0,4.17,2.6,145.77,0.38
37,2020-03-03,600519,5820.14,5895.51,5925.06,5820.14,50250,5585227776.0,1.82,2.35,135.62,0.4
38,2020-03-04,600519,5955.81,5975.51,6026.16,5911.79,53793,6080149248.0,1.94,1.36,80.0,0.43
39,2020-03-05,600519,6012.64,6186.95,6207.0,5983.75,62426,7210484992.0,3.74,3.54,211.44,0.5
40,2020-03-06,600519,6146.75,6109.07,6212.07,6091.38,30641,3553622352.0,1.95,-1.26,-77.88,0.24
41,2020-03-09,600519,6006.06,5900.59,6006.06,5887.02,43404,4865288448.0,1.95,-3.41,-208.48,0.35
42,2020-03-10,600519,5895.51,6111.58,6171.88,5895.51,58063,6635936256.0,4.68,3.58,210.99,0.46
43,2020-03-11,600519,6109.07,6124.24,6179.82,6036.21,35548,4124607952.0,2.35,0.21,12.66,0.28
44,2020-03-12,600519,6037.31,6023.65,6096.5,5956.31,36631,4172606112.0,2.29,-1.64,-100.59,0.29
45,2020-03-13,600519,5779.94,5890.64,5975.81,5729.69,75885,8348496384.0,4.09,-2.21,-133.01,0.6
46,2020-03-16,600519,5850.19,5664.37,5870.14,5639.25,51233,5548946688.0,3.92,-3.84,-226.27,0.41
47,2020-03-17,600519,5604.08,5554.33,5719.65,5383.59,79359,8277472768.0,5.93,-1.94,-110.04,0.63
48,2020-03-18,600519,5528.7,5367.86,5629.2,5367.86,73460,7582762496.0,4.71,-3.36,-186.47,0.58
49,2020-03-19,600519,5297.51,5307.61,5403.08,5127.22,102265,10075880448.0,5.14,-1.12,-60.25,0.81
50,2020-03-20,600519,5382.98,5504.99,5543.78,5382.98,60139,6169094400.0,3.03,3.72,197.38,0.48
51,2020-03-23,600519,5327.71,5423.18,5504.99,5285.1,48472,4918121984.0,3.99,-1.49,-81.81,0.39
52,2020-03-24,600519,5543.78,5609.1,5623.57,5503.58,46651,4900364032.0,2.21,3.43,185.92,0.37
53,2020-03-25,600519,5769.79,5730.2,5786.78,5700.55,37049,4015061216.0,1.54,2.16,121.1,0.29
54,2020-03-26,600519,5696.18,5653.92,5785.97,5639.25,30049,3231754304.0,2.56,-1.33,-76.28,0.24
55,2020-03-27,600519,5754.82,5707.08,5789.99,5704.62,36261,3931759360.0,1.51,0.94,53.16,0.29
56,2020-03-30,600519,5630.46,5689.5,5714.62,5614.12,30687,3279823024.0,1.76,-0.31,-17.58,0.24
57,2020-03-31,600519,5739.74,5885.46,5905.56,5738.74,47984,5293170688.0,2.93,3.44,195.96,0.38
58,2020-04-01,600519,5915.61,5845.27,5975.91,5845.27,33205,3700184240.0,2.22,-0.68,-40.19,0.26
59,2020-04-02,600519,5850.29,6056.31,6056.31,5849.69,45206,5095167488.0,3.53,3.61,211.04,0.36
60,2020-04-03,600519,6026.31,6030.13,6071.18,5990.88,27618,3148421872.0,1.33,-0.43,-26.18,0.22
61,2020-04-07,600519,6141.48,6131.43,6164.34,6075.85,43488,5041525504.0,1.47,1.68,101.3,0.35
62,2020-04-08,600519,6091.48,6130.47,6163.38,6091.48,24224,2809422096.0,1.17,-0.02,-0.96,0.19
63,2020-04-09,600519,6161.83,6124.14,6176.9,6071.18,22817,2640230496.0,1.72,-0.1,-6.33,0.18
64,2020-04-10,600519,6121.03,6156.8,6239.71,6099.02,27804,3252600672.0,2.3,0.53,32.66,0.22
65,2020-04-13,600519,6156.8,6143.24,6181.83,6073.89,15981,1854563728.0,1.75,-0.22,-13.56,0.13
66,2020-04-14,600519,6212.07,6257.8,6290.21,6161.83,36800,4340858624.0,2.09,1.86,114.56,0.29
67,2020-04-15,600519,6292.47,6280.41,6352.72,6267.85,29332,3501318256.0,1.36,0.36,22.61,0.23
68,2020-04-16,600519,6297.35,6318.1,6318.1,6252.78,21728,2588431840.0,1.04,0.6,37.69,0.17
69,2020-04-17,600519,6382.92,6463.31,6506.33,6357.84,38246,4676618240.0,2.35,2.3,145.21,0.3
70,2020-04-20,600519,6438.19,6469.85,6490.95,6417.09,24239,2963483328.0,1.14,0.1,6.54,0.19
71,2020-04-21,600519,6438.29,6332.67,6453.21,6297.5,29224,3517018480.0,2.41,-2.12,-137.18,0.23
72,2020-04-22,600519,6362.82,6556.27,6581.4,6343.82,44035,5430377728.0,3.75,3.53,223.6,0.35
73,2020-04-23,600519,6583.91,6595.27,6662.7,6572.7,26899,3377042464.0,1.37,0.59,39.0,0.21
74,2020-04-24,600519,6573.86,6586.72,6633.6,6509.44,19122,2390444032.0,1.88,-0.13,-8.55,0.15
75,2020-04-27,600519,6619.08,6714.55,6725.46,6588.73,25904,3284513344.0,2.08,1.94,127.83,0.21
76,2020-04-28,600519,6761.33,6730.28,6834.85,6693.85,34662,4458549504.0,2.1,0.23,15.73,0.28
77,2020-04-29,600519,6723.6,6709.03,6775.35,6624.11,23444,2976724960.0,2.25,-0.32,-21.25,0.19
78,2020-04-30,600519,6689.43,6662.8,6759.83,6628.53,24661,3134408880.0,1.96,-0.69,-46.23,0.2
79,2020-05-06,600519,6588.93,6835.15,6835.15,6583.91,35835,4598589696.0,3.77,2.59,172.35,0.29
80,2020-05-07,600519,6832.13,6895.45,6910.47,6799.98,27935,3647628304.0,1.62,0.88,60.3,0.22
81,2020-05-08,600519,6920.57,6908.56,7026.09,6877.91,29079,3839218032.0,2.15,0.19,13.11,0.23
82,2020-05-11,600519,6935.64,6950.77,7011.02,6903.84,23671,3135990960.0,1.55,0.61,42.21,0.19
83,2020-05-12,600519,6925.6,7000.97,7010.97,6915.55,19722,2621824688.0,1.37,0.72,50.2,0.16
84,2020-05-13,600519,7000.97,7015.79,7026.04,6950.12,22014,2931464944.0,1.08,0.21,14.82,0.18
85,2020-05-14,600519,6985.89,6968.76,7010.41,6961.32,18575,2467976352.0,0.7,-0.67,-47.03,0.15
86,2020-05-15,600519,6980.87,6900.47,7003.48,6844.6,26398,3469736816.0,2.28,-0.98,-68.29,0.21
87,2020-05-18,600519,6865.3,7067.34,7093.93,6860.93,34362,4587989760.0,3.38,2.42,166.87,0.27
88,2020-05-19,600519,7156.74,7066.84,7156.74,7026.09,24787,3342210480.0,1.85,-0.01,-0.5,0.2
89,2020-05-20,600519,7066.84,7091.41,7132.52,7020.11,21183,2859455104.0,1.59,0.35,24.57,0.17
90,2020-05-21,600519,7111.51,7167.29,7196.73,7100.76,23052,3147105456.0,1.35,1.07,75.88,0.18
91,2020-05-22,600519,7166.79,6976.85,7167.29,6950.12,34427,4608696064.0,3.03,-2.66,-190.44,0.27
92,2020-05-25,600519,6985.89,7151.21,7169.7,6940.67,31561,4260387680.0,3.28,2.5,174.36,0.25
93,2020-05-26,600519,7186.28,7126.59,7186.63,7111.51,22470,3056188320.0,1.05,-0.34,-24.62,0.18
94,2020-05-27,600519,7131.61,7026.09,7136.64,7000.97,26777,3596654304.0,1.9,-1.41,-100.5,0.21
95,2020-05-28,600519,7025.94,7056.24,7071.01,6941.32,26486,3536546896.0,1.85,0.43,30.15,0.21
96,2020-05-29,600519,6996.44,7169.8,7186.78,6996.44,30444,4144247216.0,2.7,1.61,113.56,0.24
97,2020-06-01,600519,7242.16,7435.61,7438.63,7242.16,35480,4986178816.0,2.74,3.71,265.81,0.28
98,2020-06-02,600519,7418.08,7391.44,7477.82,7371.09,25960,3679210592.0,1.44,-0.59,-44.17,0.21
99,2020-06-03,600519,7413.0,7334.11,7425.56,7316.37,23557,3308382800.0,1.48,-0.78,-57.33,0.19
100,2020-06-04,600519,7317.53,7377.78,7392.9,7317.53,18037,2534459744.0,1.03,0.6,43.67,0.14
101,2020-06-05,600519,7364.01,7463.25,7482.74,7343.06,18347,2597524608.0,1.89,1.16,85.47,0.15
102,2020-06-08,600519,7463.25,7368.28,7513.5,7347.73,29300,4145298448.0,2.22,-1.27,-94.97,0.23
103,2020-06-09,600519,7377.83,7420.79,7463.25,7341.05,22612,3199849664.0,1.66,0.71,52.51,0.18
104,2020-06-10,600519,7463.25,7456.51,7505.1,7423.05,22701,3234843856.0,1.11,0.48,35.72,0.18
105,2020-06-11,600519,7392.95,7339.94,7428.02,7322.5,30712,4314846208.0,1.42,-1.56,-116.57,0.24
106,2020-06-12,600519,7273.16,7419.88,7419.88,7253.76,28427,3992323392.0,2.26,1.09,79.94,0.23
107,2020-06-15,600519,7347.68,7252.21,7395.92,7242.16,34615,4819512320.0,2.07,-2.26,-167.67,0.28
108,2020-06-16,600519,7330.09,7357.12,7407.98,7303.11,29207,4099718928.0,1.45,1.45,104.91,0.23
109,2020-06-17,600519,7397.22,7362.75,7397.42,7312.6,19453,2730097120.0,1.15,0.08,5.63,0.15
110,2020-06-18,600519,7362.25,7402.95,7403.96,7338.13,21010,2956800080.0,0.89,0.55,40.2,0.17
111,2020-06-19,600519,7438.12,7537.82,7564.75,7413.5,38958,5603232768.0,2.04,1.82,134.87,0.31
112,2020-06-22,600519,7514.0,7533.6,7558.17,7504.45,23247,3343536640.0,0.71,-0.06,-4.22,0.19
113,2020-06-23,600519,7513.5,7711.98,7749.66,7506.06,33934,4963194624.0,3.23,2.37,178.38,0.27
114,2020-06-24,600519,7742.75,7724.71,7753.35,7649.29,25139,3663537120.0,1.35,0.17,12.73,0.2
115,2020-06-29,600519,7664.37,7740.59,7754.81,7609.14,28081,4064048240.0,1.89,0.21,15.88,0.22
116,2020-06-30,600519,7740.34,7739.13,7769.79,7700.14,22446,3281641200.0,0.9,-0.02,-1.46,0.18
117,2020-07-01,600519,7764.86,7896.86,7956.31,7744.86,38682,5759640320.0,2.73,2.04,157.73,0.31
118,2020-07-02,600519,7920.63,8146.75,8181.42,7900.53,45884,7014289664.0,3.56,3.16,249.89,0.37
119,2020-07-03,600519,8176.89,8135.64,8189.46,8010.47,35126,5395636992.0,2.2,-0.14,-11.11,0.28
120,2020-07-06,600519,8116.6,8428.13,8508.53,8085.49,51822,8228069120.0,5.2,3.6,292.49,0.41
121,2020-07-07,600519,8443.66,8870.32,9155.82,8433.16,66664,11219852032.0,8.57,5.25,442.19,0.53
122,2020-07-08,600519,8830.12,8836.85,9026.08,8729.62,53170,8963188992.0,3.34,-0.38,-33.47,0.42
123,2020-07-09,600519,8885.39,8960.76,8990.91,8840.17,35033,5951732736.0,1.71,1.4,123.91,0.28
124,2020-07-10,600519,8875.34,9000.21,9114.52,8875.04,37100,6352507392.0,2.67,0.44,39.45,0.3
125,2020-07-13,600519,9004.38,9342.6,9367.77,9004.38,60727,10679460352.0,4.04,3.8,342.39,0.48
126,2020-07-14,600519,9342.6,9242.15,9342.8,9173.81,46094,8135834880.0,1.81,-1.08,-100.45,0.37
127,2020-07-15,600519,9156.13,9194.57,9345.66,9155.27,40713,7176560640.0,2.06,-0.51,-47.58,0.32
128,2020-07-16,600519,9080.9,8498.48,9080.9,8428.13,102242,16901373184.0,7.1,-7.57,-696.09,0.81
129,2020-07-17,600519,8528.63,8669.57,8792.88,8528.63,65902,10863420160.0,3.11,2.01,171.09,0.52
130,2020-07-20,600519,8691.94,8613.85,8749.67,8372.26,45280,7363823104.0,4.35,-0.64,-55.72,0.36
131,2020-07-21,600519,8662.49,8769.82,8944.68,8583.85,41970,7026353152.0,4.19,1.81,155.97,0.33
132,2020-07-22,600519,8719.57,8820.47,8980.86,8719.57,39201,6637265408.0,2.98,0.58,50.65,0.31
133,2020-07-23,600519,8789.92,8810.02,8885.39,8679.37,34321,5739050240.0,2.34,-0.12,-10.45,0.27
134,2020-07-24,600519,8703.74,8404.52,8759.77,8352.76,78752,12705942016.0,4.62,-4.6,-405.5,0.63
135,2020-07-27,600519,8508.58,8541.44,8577.87,8428.13,38788,6279664384.0,1.78,1.63,136.92,0.31
136,2020-07-28,600519,8578.88,8779.87,8830.12,8578.88,54912,9133721856.0,2.94,2.79,238.43,0.44
137,2020-07-29,600519,8880.37,8789.92,8880.37,8593.95,50748,8411790080.0,3.26,0.11,10.05,0.4
138,2020-07-30,600519,8785.9,8830.12,8933.58,8782.38,38373,6486855424.0,1.72,0.46,40.2,0.31
139,2020-07-31,600519,8855.24,8820.97,8955.74,8659.27,40685,6846747392.0,3.36,-0.1,-9.15,0.32
140,2020-08-03,600519,8864.69,8769.82,8913.43,8729.62,34661,5790041344.0,2.08,-0.58,-51.15,0.28
141,2020-08-04,600519,8804.99,8779.82,8845.14,8729.62,31941,5337185792.0,1.32,0.11,10.0,0.25
142,2020-08-05,600519,8740.12,8769.82,8795.4,8645.76,25522,4236612464.0,1.7,-0.11,-10.0,0.2
143,2020-08-06,600519,8779.87,8618.87,8800.12,8578.88,32649,5372942592.0,2.52,-1.72,-150.95,0.26
144,2020-08-07,600519,8653.09,8583.9,8677.72,8420.6,34242,5560065792.0,2.98,-0.41,-34.97,0.27
145,2020-08-10,600519,8568.68,8598.93,8654.05,8468.88,23624,3857721120.0,2.16,0.18,15.03,0.19
146,2020-08-11,600519,8629.13,8641.74,8761.93,8629.13,35818,5936904960.0,1.54,0.5,42.81,0.29
147,2020-08-12,600519,8593.95,8563.55,8634.15,8454.51,27934,4529267456.0,2.08,-0.9,-78.19,0.22
148,2020-08-13,600519,8578.88,8604.0,8623.5,8473.36,20541,3341652192.0,1.75,0.47,40.45,0.16
149,2020-08-14,600519,8628.62,8734.65,8758.26,8583.9,37653,6230475520.0,2.03,1.52,130.65,0.3
150,2020-08-17,600519,8799.97,8880.37,8952.47,8779.87,43572,7363610880.0,1.98,1.67,145.72,0.35
151,2020-08-18,600519,8917.45,8955.74,9031.11,8885.39,30423,5192751872.0,1.64,0.85,75.37,0.24
152,2020-08-19,600519,8930.61,8865.29,9016.03,8845.14,26915,4578143744.0,1.91,-1.01,-90.45,0.21
153,2020-08-20,600519,8799.97,8749.72,8825.09,8709.52,22382,3727183936.0,1.3,-1.3,-115.57,0.18
154,2020-08-21,600519,8794.94,8810.02,8920.56,8784.89,25082,4217048416.0,1.55,0.69,60.3,0.2
155,2020-08-24,600519,8930.61,8912.27,8970.81,8885.44,30933,5260286464.0,0.97,1.16,102.25,0.25
156,2020-08-25,600519,8954.73,9066.28,9165.67,8923.73,41872,7227309824.0,2.71,1.73,154.01,0.33
157,2020-08-26,600519,9101.46,9066.28,9156.73,9006.09,26216,4530374144.0,1.66,0.0,0.0,0.21
158,2020-08-27,600519,9091.36,9086.38,9101.36,8955.74,22636,3896759440.0,1.61,0.22,20.1,0.18
159,2020-08-28,600519,9086.38,9217.03,9252.2,9038.65,42300,7389242368.0,2.35,1.44,130.65,0.34
160,2020-08-31,600519,9285.26,9365.26,9513.49,9285.26,47810,8608932608.0,2.48,1.61,148.23,0.38
161,2020-09-01,600519,9392.89,9443.04,9443.14,9307.52,31640,5661594368.0,1.45,0.83,77.78,0.25
162,2020-09-02,600519,9558.71,9407.97,9573.79,9282.35,32009,5746351872.0,3.09,-0.37,-35.07,0.25
163,2020-09-03,600519,9407.97,9397.92,9493.39,9331.09,30437,5471333888.0,1.73,-0.11,-10.05,0.24
164,2020-09-04,600519,9262.25,9282.35,9317.47,9161.75,30858,5433479424.0,1.66,-1.23,-115.57,0.25
165,2020-09-07,600519,9232.1,9048.7,9322.5,8950.56,31112,5446354688.0,4.01,-2.52,-233.65,0.25
166,2020-09-08,600519,9091.41,8987.9,9120.55,8815.39,34472,5865962752.0,3.37,-0.67,-60.8,0.27
167,2020-09-09,600519,8928.95,8870.32,8985.89,8830.32,25964,4401806080.0,1.73,-1.31,-117.58,0.21
168,2020-09-10,600519,8949.41,8959.76,9031.11,8930.61,24778,4236694400.0,1.13,1.01,89.44,0.2
169,2020-09-11,600519,8870.32,9096.43,9111.51,8870.32,31088,5339883520.0,2.69,1.53,136.67,0.25
170,2020-09-14,600519,9156.73,9262.25,9277.32,9084.27,31056,5448188928.0,2.12,1.82,165.82,0.25
171,2020-09-15,600519,9282.3,9232.1,9282.3,9170.55,20821,3654872016.0,1.21,-0.33,-30.15,0.17
172,2020-09-16,600519,9232.1,9056.74,9256.27,9026.08,22516,3916457760.0,2.49,-1.9,-175.36,0.18
173,2020-09-17,600519,8930.61,8782.48,8930.61,8719.57,63680,10683350272.0,2.33,-3.03,-274.26,0.51
174,2020-09-18,600519,8754.75,8905.49,8905.49,8604.05,47201,7853673216.0,3.43,1.4,123.01,0.38
175,2020-09-21,600519,8894.23,8763.79,8894.23,8763.09,22444,3756765104.0,1.47,-1.59,-141.7,0.18
176,2020-09-22,600519,8679.37,8758.21,8865.19,8679.37,23265,3890070208.0,2.12,-0.06,-5.58,0.19
177,2020-09-23,600519,8604.0,8679.27,8759.82,8533.75,35726,5878691072.0,2.58,-0.9,-78.94,0.28
178,2020-09-24,600519,8608.88,8575.46,8723.99,8562.8,30051,4915392256.0,1.86,-1.2,-103.81,0.24
179,2020-09-25,600519,8578.88,8604.55,8679.37,8553.75,22583,3700843488.0,1.46,0.34,29.09,0.18
180,2020-09-28,600519,8604.96,8734.65,8772.33,8604.96,24232,4019640144.0,1.95,1.51,130.1,0.19
181,2020-09-29,600519,8776.5,8690.93,8776.85,8690.93,17431,2895081360.0,0.98,-0.5,-43.72,0.14
182,2020-09-30,600519,8729.62,8772.33,8889.91,8729.62,27088,4536012544.0,1.84,0.94,81.4,0.22
183,2020-10-09,600519,8890.41,8910.51,8962.87,8870.32,34240,5817280512.0,1.06,1.58,138.18,0.27
184,2020-10-12,600519,8930.61,9184.92,9184.92,8930.61,43729,7597987840.0,2.85,3.08,274.41,0.35
185,2020-10-13,600519,9184.97,9126.58,9184.97,9106.48,22944,3995560512.0,0.85,-0.64,-58.34,0.18
186,2020-10-14,600519,9131.6,9076.33,9166.68,9061.26,20481,3554316592.0,1.16,-0.55,-50.25,0.16
187,2020-10-15,600519,9036.79,9056.23,9106.48,9036.13,16204,2801250560.0,0.78,-0.22,-20.1,0.13
188,2020-10-16,600519,9056.23,8990.91,9104.37,8945.69,17377,2991246896.0,1.75,-0.72,-65.32,0.14
189,2020-10-19,600519,9056.23,8925.59,9101.36,8889.91,19226,3284383408.0,2.35,-0.73,-65.32,0.15
190,2020-10-20,600519,8930.56,9101.46,9106.33,8905.49,27735,4787807488.0,2.25,1.97,175.87,0.22
191,2020-10-21,600519,9101.96,9098.09,9142.41,9046.18,18901,3275357440.0,1.06,-0.04,-3.37,0.15
192,2020-10-22,600519,9081.36,9144.17,9156.73,9008.55,22481,3897729792.0,1.63,0.51,46.08,0.18
193,2020-10-23,600519,9135.52,9007.64,9169.74,9000.96,19292,3339987456.0,1.85,-1.49,-136.53,0.15
194,2020-10-26,600519,8523.6,8644.2,8744.29,8428.13,66015,10821908224.0,3.51,-4.03,-363.44,0.53
195,2020-10-27,600519,8644.2,8553.75,8649.22,8509.13,43944,7156688384.0,1.62,-1.05,-90.45,0.35
196,2020-10-28,600519,8558.78,8753.79,8815.04,8554.16,34637,5739452160.0,3.05,2.34,200.04,0.28
197,2020-10-29,600519,8703.69,8810.02,8970.81,8664.3,39374,6633168640.0,3.5,0.64,56.23,0.31
198,2020-10-30,600519,8820.07,8779.97,8910.51,8754.75,26055,4379602176.0,1.77,-0.34,-30.05,0.21
199,2020-11-02,600519,8804.99,8800.02,8905.49,8789.92,21066,3544422240.0,1.32,0.23,20.05,0.17
200,2020-11-03,600519,8855.19,8905.49,8960.26,8807.51,23497,3976621216.0,1.74,1.2,105.47,0.19
201,2020-11-04,600519,8930.61,8928.5,8950.71,8855.24,16444,2788396256.0,1.07,0.26,23.01,0.13
202,2020-11-05,600519,9016.03,9040.66,9093.82,8991.41,23524,4053043264.0,1.15,1.26,112.16,0.19
203,2020-11-06,600519,9084.12,8933.73,9089.35,8880.37,23052,3932702368.0,2.31,-1.18,-106.93,0.18
204,2020-11-09,600519,8937.55,9144.52,9185.27,8933.73,41470,7198679808.0,2.82,2.36,210.79,0.33
205,2020-11-10,600519,9196.52,9156.73,9254.61,9111.51,30189,5287968256.0,1.56,0.13,12.21,0.24
206,2020-11-11,600519,9156.73,9088.14,9320.03,9086.38,34851,6122365440.0,2.55,-0.75,-68.59,0.28
207,2020-11-12,600519,9081.41,9105.43,9181.85,9042.52,23473,4071729792.0,1.53,0.19,17.29,0.19
208,2020-11-13,600519,9051.21,8955.74,9075.73,8885.39,28155,4791276544.0,2.09,-1.64,-149.69,0.22
209,2020-11-16,600519,8985.89,9081.61,9081.61,8916.84,30613,5247897088.0,1.84,1.41,125.87,0.24
210,2020-11-17,600519,9131.6,9010.0,9143.41,8935.99,25224,4355288064.0,2.28,-0.79,-71.61,0.2
211,2020-11-18,600519,9005.98,8898.71,9033.77,8846.0,35179,5973146880.0,2.08,-1.24,-111.29,0.28
212,2020-11-19,600519,8852.73,9032.06,9056.23,8833.13,27816,4767508736.0,2.51,1.5,133.35,0.22
213,2020-11-20,600519,9031.11,9030.91,9111.51,8994.18,21875,3771894864.0,1.3,-0.01,-1.15,0.17
214,2020-11-23,600519,9287.42,9383.9,9482.84,9287.42,66637,11926870528.0,2.16,3.91,352.99,0.53
215,2020-11-24,600519,9282.3,9249.69,9345.16,9189.24,32465,5736960256.0,1.66,-1.43,-134.21,0.26
216,2020-11-25,600519,9239.64,9065.68,9276.72,9051.21,28226,4910540800.0,2.44,-1.99,-184.01,0.22
217,2020-11-26,600519,9061.26,9103.42,9131.55,9057.14,23228,4027749312.0,0.82,0.42,37.74,0.18
218,2020-11-27,600519,9094.72,9121.05,9131.76,9021.06,21569,3737697984.0,1.22,0.19,17.63,0.17
219,2020-11-30,600519,9106.48,9000.51,9126.08,9000.51,31940,5520322304.0,1.38,-1.32,-120.54,0.25
220,2020-12-01,600519,9061.26,9116.53,9126.53,9031.16,28196,4891829248.0,1.06,1.29,116.02,0.22
221,2020-12-02,600519,9161.75,9121.61,9176.83,9086.38,23572,4101369312.0,0.99,0.06,5.08,0.19
222,2020-12-03,600519,9121.61,9176.83,9210.29,9091.91,29506,5147357696.0,1.3,0.61,55.22,0.23
223,2020-12-04,600519,9191.9,9398.47,9433.59,9191.9,62491,11176048896.0,2.63,2.42,221.64,0.5
224,2020-12-07,600519,9446.66,9495.4,9636.04,9435.86,58331,10617305088.0,2.13,1.03,96.93,0.46
225,2020-12-08,600519,9508.46,9684.33,9809.95,9498.41,61454,11333352192.0,3.28,1.99,188.93,0.49
226,2020-12-09,600519,9764.48,9634.08,9764.73,9629.06,31152,5766037504.0,1.4,-0.52,-50.25,0.25
227,2020-12-10,600519,9634.08,9598.41,9683.18,9573.79,32654,6009239808.0,1.14,-0.37,-35.67,0.26
228,2020-12-11,600519,9607.85,9533.59,9620.62,9457.26,30776,5595359744.0,1.7,-0.68,-64.82,0.24
229,2020-12-14,600519,9572.63,9578.81,9583.74,9508.46,33052,6026813440.0,0.79,0.47,45.22,0.26
230,2020-12-15,600519,9601.42,9513.54,9620.11,9458.22,29605,5383582208.0,1.69,-0.68,-65.27,0.24
231,2020-12-16,600519,9586.35,9634.08,9662.57,9534.64,32150,5901298176.0,1.34,1.27,120.54,0.26
232,2020-12-17,600519,9661.72,9762.27,9774.78,9634.08,36031,6683421952.0,1.46,1.33,128.19,0.29
233,2020-12-18,600519,9693.43,9659.21,9779.85,9639.51,27077,5020968960.0,1.44,-1.06,-103.06,0.22
234,2020-12-21,600519,9634.08,9646.65,9690.51,9622.02,30697,5663526912.0,0.71,-0.13,-12.56,0.24
235,2020-12-22,600519,9684.18,9840.1,9930.5,9646.7,40651,7618583552.0,2.94,2.01,193.45,0.32
