序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
63,603039,泛微网络,68.54,10,6.23,32517,217020524,9.84,68.54,62.41,62.41,62.31,1.16,1.25,88.01,8.27,17861734623,17861734623,0,0,47.65,39.88
64,1395,亚联机械,51.68,10,4.7,92499,457480553.3,12.88,51.68,45.63,47,46.98,3.09,47.95,29.18,4.24,4508563200,996928079,0,0,170.86,170.86
65,605188,国光连锁,12.54,10,1.14,91265,113290537,4.47,12.54,12.03,12.29,11.4,0.41,1.84,569.61,5.54,6214573200,6214573200,0,0,76.62,64.14
66,603116,红蜻蜓,5.39,10,0.49,122463,63911836,12.65,5.39,4.77,4.8,4.9,1.59,2.13,-186.36,1.08,3105722312,3105722312,0,0,-2.53,-2.88
67,603536,惠发食品,10.45,10,0.95,209061,210152160,12.21,10.45,9.29,9.51,9.5,1.26,8.69,-154.14,5.68,2556512035,2513562117,0,0,-2.43,-10.53
68,2261,拓维信息,28.38,10,2.58,1386860,3813712502,9.81,28.38,25.85,25.85,25.8,1.7,12.17,2427.58,13.73,35647328298,32354205134,0,0,58.11,55
69,2820,桂发祥,13.53,10,1.23,666991,880669843.5,8.37,13.53,12.5,12.5,12.3,4.53,33.29,100.39,2.95,2717748031,2710540370,0,0,5.79,8.94
70,600594,益佰制药,3.63,10,0.33,248421,87650061,10.91,3.63,3.27,3.28,3.3,2.6,3.14,-12.75,1.09,2874696462,2874696462,0,0,5.22,1.97
71,603931,格林达,31.12,10,2.83,61194,185030927,11.03,31.12,28,28,28.29,1.54,3.07,41.98,4.05,6210256786,6210256786,0,0,33.11,34.2
72,2843,泰嘉股份,22.34,10,2.03,167425,362758198.8,10,22.34,20.31,20.31,20.31,1.23,6.68,64.49,4.03,5676852295,5602705835,0,0,-6.41,4.78
73,2719,麦趣尔,9.9,10,0.9,579022,530025518.7,16.89,9.9,8.38,8.91,9,3.26,35.77,-14.87,4.67,1723980624,1602535721,0,0,30.61,26.44
74,3020,立方制药,25.31,10,2.3,13492,34147315.53,0,25.31,25.31,25.31,23.01,0.42,0.98,30.51,2.86,4840803255,3493714268,0,0,40.3,41.87
75,600857,宁波中百,10.23,10,0.93,153631,153031498,9.89,10.23,9.31,9.31,9.3,1.02,6.85,-142.92,2.76,2294792771,2294792771,0,0,28.04,10
76,2985,北摩高科,26.09,9.99,2.37,138204,349764320.8,11,26.09,23.48,23.63,23.72,4.46,6.67,78,3.4,8658060424,5408049892,0,0,19.9,11.02
77,2836,新宏泽,8.81,9.99,0.8,69183,60950381.58,0,8.81,8.81,8.81,8.01,1.92,3,32.48,5.46,2029824000,2029824000,0,0,9.71,19.7
78,1368,通达创智,22.36,9.99,2.03,49427,104794620.4,11.61,22.36,20,20.26,20.33,1.3,17.65,24.78,1.88,2552944056,626080000,0,0,9.93,18.56
79,25,特  力Ａ,19.26,9.99,1.75,593405,1128366351,5.2,19.26,18.35,18.88,17.51,5.53,15.11,60.76,4.81,8302183243,7564910443,0,0,20.6,16.59
80,1300,三柏硕,12.45,9.98,1.13,52505,64196741.9,10.6,12.45,11.25,11.38,11.32,1.23,7.93,110.07,2.88,3035010129,824427633,0,0,8.07,8.17
81,2584,西陇科学,9.04,9.98,0.82,589622,527842286.6,11.44,9.04,8.1,8.14,8.22,0.75,13.63,61.82,2.3,5290356455,3909721090,0,0,12.3,25.73
82,603928,兴业股份,10.36,9.98,0.94,62942,63214150,11.57,10.36,9.27,9.37,9.42,0.78,2.4,55.66,1.81,2715148800,2715148800,0,0,24.67,25.12
83,2715,登云股份,16.42,9.98,1.49,60882,97935730.46,9.58,16.42,14.99,14.99,14.93,1.62,4.41,441.58,4.74,2265960000,2265960000,0,0,12.93,10.57
84,603389,亚振家居,6.94,9.98,0.63,143019,96005785,10.3,6.94,6.29,6.32,6.31,1.01,5.44,-25.62,5.64,1823498880,1823498880,0,0,18.23,13.21
85,601798,蓝科高新,6.51,9.97,0.59,35143,22878119,0,6.51,6.51,6.51,5.92,0.42,0.99,-83.63,1.77,2307978569,2307978569,0,0,4.49,-13.08
86,920,沃顿科技,10.81,9.97,0.98,257272,269888471.8,11.6,10.81,9.67,9.72,9.83,0.71,6.1,25.84,2.73,5109034286,4561576775,0,0,28.84,21.19
87,859,国风新材,6.51,9.97,0.59,456313,292237487,11.82,6.51,5.81,5.88,5.92,0.45,5.09,-83.66,2.09,5832805524,5832009677,0,0,28.91,28.66
88,2809,红墙股份,8.71,9.97,0.79,92068,78900328.17,11.36,8.71,7.81,7.81,7.92,2.64,6.68,34.4,1.14,1831094729,1199673183,0,0,8.06,9.84
89,603933,睿能科技,15.88,9.97,1.44,48286,75235458,11.01,15.88,14.29,14.44,14.44,0.9,2.33,40.81,2.51,3295807851,3295807851,0,0,3.72,2.19
90,300920,润阳科技,28.25,9.96,2.56,98641,264265680.6,19.7,29.77,24.71,25.18,25.69,1.36,15.34,111.72,2.42,2825000000,1816746906,-1.53,-1.74,62.64,66.96
91,605136,丽人丽妆,8.06,9.96,0.73,177367,136684577,11.73,8.06,7.2,7.2,7.33,1.5,4.43,-132.28,1.3,3227695510,3227695510,0,0,5.77,-6.6
92,2040,南 京 港,8.17,9.96,0.74,683331,548987859.1,6.33,8.17,7.7,8.17,7.43,2.95,14.06,26.85,1.23,4002550525,3970130985,0,0,25.31,23.98
93,605138,盛泰集团,6.96,9.95,0.63,38581,26852460,0,6.96,6.96,6.96,6.33,0.76,0.69,72.88,1.6,3866714415,3866714415,0,0,29.13,26.09
94,514,渝 开 发,4.09,9.95,0.37,157073,63115482.46,9.41,4.09,3.74,3.76,3.72,1.86,1.86,-56.82,0.93,3451023247,3451023247,0,0,0.74,-0.49
95,2562,兄弟科技,4.42,9.95,0.4,835697,357582650.9,9.2,4.42,4.05,4.18,4.02,2.46,11.91,118.08,1.52,4701556391,3100757221,0,0,5.24,4
96,2188,中天服务,4.86,9.95,0.44,180352,84967190,11.54,4.86,4.35,4.46,4.42,2.38,7.01,224.53,5.27,1589724779,1250784214,0,0,10.45,7.76
97,2427,尤夫股份,5.97,9.94,0.54,1097913,627080987.5,14.55,5.97,5.18,5.3,5.43,1.03,11.14,-126.9,6.39,5883033679,5882997315,0,0,73.55,71.55
98,600575,淮河能源,3.98,9.94,0.36,3975424,1536892227,8.56,3.98,3.67,3.81,3.62,4.79,10.23,18.03,1.35,15467319039,15467319039,0,0,19.88,0.25
99,600939,重庆建工,2.77,9.92,0.25,194544,52112422,11.11,2.77,2.49,2.51,2.52,2.49,1.02,-75.07,0.67,5267984474,5267984474,0,0,-3.15,-7.97
100,820,神雾节能,2.55,9.91,0.23,191793,48379974.35,10.34,2.55,2.31,2.36,2.32,2.74,6.52,-73.48,18.13,1641231513,749781342,0,0,-37.96,-26.93
101,2374,中锐股份,2.55,9.91,0.23,204037,49572254.6,11.21,2.55,2.29,2.3,2.32,1.29,1.88,-25.11,2.5,2767283672,2767283672,0,8.51,-3.41,-6.93
102,600644,乐山电力,10.26,9.85,0.92,1259056,1231020113,12.85,10.27,9.07,9.34,9.34,4.09,23.39,64.9,2.84,5933571593,5523990761,-0.1,0.1,70.72,67.65
103,688095,福昕软件,64.09,9.84,5.74,51387,318762402,13.23,64.8,57.08,58.72,58.35,3.07,5.62,228.54,2.29,5860359093,5860359093,-0.23,0.16,-7.78,-4.57
104,605179,一鸣食品,24.46,9.64,2.15,352966,806839673,15.42,24.54,21.1,21.47,22.31,1.81,8.8,199.32,8.89,9808460000,9808460000,0.25,0.49,23.97,22.3
105,301162,国能日新,62.3,9.34,5.32,52541,319588764.6,17.36,66.06,56.17,56.17,56.98,1.47,8.49,66.69,5.39,6241507682,3853521582,-0.37,0.73,44.11,36.92
106,300286,安科瑞,22.4,9.32,1.91,65009,140129083.4,10.93,22.48,20.24,20.24,20.49,2.41,3.7,26.59,2.59,5617576272,3932844138,0.63,0.54,11.5,9
107,300208,*ST中程,2,9.29,0.17,129547,24808786.5,12.57,2.03,1.8,1.81,1.83,1.79,1.88,-8.52,-3.13,1498950000,1374782252,1.52,1.52,-27.01,-32.2
108,601678,滨化股份,4.22,9.04,0.35,1533868,634152167,11.11,4.26,3.83,3.85,3.87,4.85,7.56,34.42,0.76,8684913085,8565909085,-0.24,-0.24,14.36,12.53
109,301333,诺思格,46.56,8.91,3.81,60651,282852039.3,16.89,50,42.78,42.78,42.75,2.62,10.61,32.07,2.45,4496823279,2660639260,0.02,-0.04,-0.72,-6.86
110,301073,君亭酒店,28.4,8.85,2.31,339248,919426887.2,19.66,29.98,24.85,25.3,26.09,1.98,30.24,226.17,5.71,5522409706,3186550148,-0.87,-1.11,43.65,36.08
111,601155,新城控股,13.67,8.84,1.11,454866,617957624,11.07,13.82,12.43,12.43,12.56,2.73,2.02,40.98,0.51,30834364442,30834364442,-0.07,0,18.15,14.3
112,300547,川环科技,31.88,8.69,2.55,203485,638099350,10.67,32.56,29.43,29.52,29.33,1.67,11.42,35.16,6.04,6914968827,5681768272,-0.09,-0.16,35.37,15.76
113,301092,争光股份,29.68,8.64,2.36,92358,275122131.6,17.24,31.88,27.17,27.32,27.32,1.97,21.39,38.58,2.14,3978707405,1281578957,-0.84,-1.07,28.82,27.22
114,300758,七彩化学,15.54,8.52,1.22,558408,859119408.7,13.55,15.96,14.02,14.19,14.32,1.59,15.79,39.36,3.69,6309839782,5495674753,-0.51,-0.45,10.13,29.72
115,300345,华民股份,6.66,8.47,0.52,375944,252937452.7,14.66,7.04,6.14,6.14,6.14,1.67,8.47,-15.39,5.47,3848247201,2956839501,-0.45,-0.45,24.25,18.09
116,301292,海科新源,13.74,8.45,1.07,62226,86801140.12,17.13,14.77,12.6,12.71,12.67,4.26,7.31,-10.75,1.05,3061213990,1169548195,0,0.07,7.68,5.05
117,300327,中颖电子,24.41,8.3,1.87,255127,617220449.4,13.13,25.38,22.42,22.42,22.54,2.79,7.5,62.13,4.78,8333311080,8307093007,-0.2,-0.25,4.36,-0.25
118,688536,思瑞浦,180.67,8.19,13.67,68967,1222659119,15.35,188.73,163.1,166,167,1.21,5.2,-122.64,4.52,23957102887,23957102887,0.16,-0.24,109.96,95.32
119,300004,南风股份,7.41,8.18,0.56,376327,270949692.9,12.41,7.55,6.7,6.75,6.85,1.38,7.84,63.56,2.06,3556752561,3556752561,0.14,-0.13,17.99,20.49
120,301031,中熔电气,116.8,8.12,8.77,12468,142649698.3,11.61,118.54,106,108,108.03,2.12,2.62,48.39,7.13,7741203474,5567669587,-0.34,0.34,8.65,12.29
121,600649,城投控股,4.81,8.09,0.36,1007565,481779532,10.79,4.9,4.42,4.45,4.45,3.4,3.98,50.13,0.58,12167258800,12167258800,0,0.21,13.18,8.09
122,920108,宏海科技,27,8,2,51944,134876035,11.2,27.3,24.5,24.99,25,1.83,22.31,37.12,7.25,3321000000,628769250,-0.99,0.71,384.74,384.74
123,688625,呈和科技,53.97,7.96,3.98,46485,242009489,11.8,54.96,49.06,49.99,49.99,1.26,3.43,29.19,5.56,7303635861,7303635861,-0.97,-0.61,46.62,42.66
124,688510,航亚科技,18.44,7.9,1.35,197611,364987631,15.45,19.5,16.86,16.88,17.09,4.36,7.65,37.66,4.17,4764575292,4764575292,-0.05,-0.11,19.66,5.86
125,920088,科力股份,25.8,7.9,1.89,25332,63431056.91,7.49,25.8,24.01,24.25,23.91,1.76,12.7,31.51,3.5,2272244700,514710000,0.66,0.9,1.26,9.32
126,688662,富信科技,37.35,7.85,2.72,25710,94341945,11.32,38.43,34.51,35.37,34.63,2.02,2.91,68.49,4.69,3295764000,3295764000,-0.13,-0.43,9.34,8.83
127,600300,维维股份,4.41,7.82,0.32,4188911,1765600833,12.71,4.49,3.97,4.05,4.09,2.4,25.9,21.74,2.16,7131597014,7131597014,0,-0.9,47,36.96
128,822,山东海化,6.35,7.81,0.46,855783,536309095.4,11.71,6.48,5.79,5.84,5.89,1.27,9.56,144.93,1.09,5683833730,5683833730,0.32,0.47,16.51,11.8
129,688798,艾为电子,77.62,7.78,5.6,58125,443295706,10.48,78.5,70.95,71.6,72.02,1.68,4.3,70.86,4.6,18059794093,10500739656,0,-0.06,9.82,11.17
130,836699,海达尔,53.24,7.75,3.83,20976,108617669.8,11.13,54,48.5,48.88,49.41,1.8,10.05,22.08,7.86,2429090972,1111400972,0,-0.13,10.25,39.37
131,301209,联合化学,55.4,7.74,3.98,49399,269630320.6,13.36,57.99,51.12,51.83,51.42,1.28,20.16,75.4,6.14,4432000000,1357300000,0,0.2,94.73,104.81
132,300696,爱乐达,17.51,7.62,1.24,274326,476421393.6,16.47,18.79,16.11,16.11,16.27,1.69,14.71,-206.54,2.79,5133108732,3264359515,-0.11,-0.17,19.6,12.75
133,873527,夜光明,19.55,7.54,1.37,70958,135308726.8,16.12,20.6,17.67,17.84,18.18,1.46,19.52,38.1,3.06,1173834785,710603146,0.51,0.51,53.94,66.24
134,688369,致远互联,30,7.49,2.09,44287,130878293,11.36,30.5,27.33,28.33,27.91,1.59,3.84,-20.61,3.09,3456542130,3456542130,-0.07,-0.07,61.03,49.48
135,430017,星昊医药,19.84,7.36,1.36,77700,148836304.7,9.47,19.95,18.2,18.4,18.48,1.15,6.42,18.19,1.56,2426197888,2401913728,0.15,-0.1,38.55,43.66
136,603506,南都物业,10.27,7.31,0.7,83254,83261002,8.78,10.31,9.47,9.57,9.57,1.48,4.43,23.98,1.71,1928477790,1928477790,-0.29,0.88,21.11,20.68
137,600266,城建发展,4.86,7.28,0.33,925955,451867525,10.38,4.98,4.51,4.53,4.53,4.55,4.46,13.87,0.49,10088113444,10088113444,0,0,0.41,-4.71
138,603893,瑞芯微,164.89,7.04,10.84,157555,2541829263,11.03,169,152.01,153.08,154.05,1.53,3.76,116.12,19.86,69073031093,69038816418,-0.4,-0.6,32.01,50.16
139,688239,航宇科技,41.18,7.02,2.7,47945,193587601,9.17,41.59,38.06,38.55,38.48,2.23,3.27,32.27,3.29,6086135712,6041348756,-0.1,-0.29,1.18,10.4
140,2743,富煌钢构,6.34,6.91,0.41,365023,229939817,7.93,6.5,6.03,6.03,5.93,1.81,8.4,30.49,0.85,2759602151,2755180001,0.16,0,14.23,-3.5
141,300671,富满微,33.73,6.91,2.18,227597,776319514.6,15.47,35.87,30.99,30.99,31.55,1.95,10.49,-84.99,4.16,7343846474,7318506137,-0.33,-0.71,-0.06,-5.09
142,688799,华纳药厂,40.1,6.9,2.59,32821,129393887,10.05,40.8,37.03,37.13,37.51,3.22,3.5,21.82,2.08,3761380000,3761380000,0.22,0.38,-4.59,-4.25
143,688096,京源环保,18.21,6.87,1.17,62330,111535667,9.62,18.42,16.78,17.03,17.04,0.82,3.76,-128.82,3.3,3017181995,3017181995,-0.33,-0.11,119.93,144.1
144,300318,博晖创新,6.73,6.83,0.43,506858,333421661.3,15.87,7.15,6.15,6.2,6.3,1.27,6.35,173.85,3.95,5497740331,5374170727,-0.3,-0.44,23.26,17.66
145,753,漳州发展,6.17,6.75,0.39,1307993,794006646.7,12.28,6.29,5.58,5.7,5.78,1.4,13.19,93.11,2.25,6117438208,6117438208,0,-0.16,45.18,43.49
146,603110,东方材料,18.77,6.71,1.18,377721,670143057,15.63,19.27,16.52,16.61,17.59,3.21,18.77,223.11,5.38,3777025760,3777025760,0.32,0.16,34.46,30.35
147,605337,李子园,14.5,6.7,0.91,273877,367835170,14.35,14.95,13,13.34,13.59,1.21,6.94,27.28,3.48,5719279022,5719279022,3.79,6.62,33.89,28.43
148,831726,朱老六,29.14,6.7,1.83,110059,311237196.8,13.66,29.73,26,26,27.31,1.21,19.68,109.5,6.74,2966160600,1629427354,-0.65,1.89,43.76,46.43
149,300795,米奥会展,21.72,6.68,1.36,96314,206342905.5,10.61,22.28,20.12,20.12,20.36,1.37,7.17,55.16,9.33,5011369958,2917902745,-0.28,-0.46,12.83,8.55
150,688049,炬芯科技,53.01,6.64,3.3,129900,680881750,9.37,54.17,49.51,49.51,49.71,1.25,11.57,72.68,4.12,7746690776,5951331133,0,-0.13,27.09,18.14
151,920118,太湖远大,30.48,6.61,1.89,14325,43041500.5,8.81,30.7,28.18,28.5,28.59,1.95,6.52,16.52,2.62,1551310080,669462720,-0.23,-0.23,20.33,24.92
152,301601,惠通科技,42.73,6.59,2.64,91864,386788362.4,10.1,43.57,39.52,39.52,40.09,1.25,30.65,50.79,4.78,6002710400,1280708089,-0.14,0.28,262.12,262.12
153,2356,赫美集团,2.91,6.59,0.18,325286,93457145,11.36,3,2.69,2.72,2.73,2.57,2.48,-89.74,6.78,3815750656,3815750656,-0.34,-0.34,-13.65,-11.55
154,688609,九联科技,9.55,6.58,0.59,223156,217745410,4.69,9.97,9.55,9.8,8.96,2.82,4.46,-34.37,5.14,4775000000,4775000000,0,0,-3.05,-9.91
155,2860,星帅尔,9.93,6.55,0.61,166305,165545925.4,9.23,10.2,9.34,9.34,9.32,2.04,4.76,25.09,1.67,3605021737,3471951088,-0.4,-0.4,4.75,1.22
156,300227,光韵达,8.31,6.54,0.51,273563,231948878.8,8.33,8.88,8.23,8.38,7.8,2.72,6.63,-150.18,2.69,4109971359,3428584915,-0.24,-0.24,2.85,-0.24
157,430718,合肥高科,18.74,6.54,1.15,20799,37903747.38,8.81,18.88,17.33,17.33,17.59,1.07,4.87,16.8,3.03,1699093958,801028538,-0.37,-0.27,35.5,51.62
158,837403,康农种业,40.8,6.53,2.5,73017,284834097.6,11.72,41.3,36.81,37.5,38.3,0.88,17.56,26.09,5.93,2895665760,1696298760,1.09,0.59,86.05,89.94
159,601579,会稽山,12.91,6.52,0.79,245588,309879045,6.68,12.96,12.15,12.15,12.12,1.04,5.12,31.55,1.67,6189872610,6189872610,-0.15,0.86,25.34,16.73
160,873703,广厦环能,26.33,6.51,1.61,25304,65390817.06,8.9,26.55,24.35,24.4,24.72,1.64,4.65,13.79,2.62,2834687800,1434329515,0.11,0.11,23.09,26.95
161,839371,欧福蛋业,15.92,6.49,0.97,236069,363592462.3,17.39,16.8,14.2,14.41,14.95,1.07,40.38,53.82,5.93,3270692933,930765427,0.63,1.6,120.8,131.4
162,688656,浩欧博,90.39,6.48,5.5,10114,90827380,11.1,92.8,83.38,83.44,84.89,1.53,1.6,154.87,7.02,5699842268,5699842268,0.01,0.01,2.04,-5.35
163,301099,雅创电子,58.03,6.48,3.53,135955,770711436.1,9.8,59,53.66,54.13,54.5,1.42,19.31,48.45,4.55,6624605627,4085328887,0.21,-0.02,41.88,40
164,301367,怡和嘉业,70.21,6.41,4.23,17755,122298440.6,7.88,70.91,65.71,66.05,65.98,1.16,3.14,37.71,2.25,6290816000,3968605225,-0.01,0.16,9.36,11.44
165,831526,凯华材料,30.56,6.41,1.84,40541,124770481.4,13.27,32.32,28.51,28.51,28.72,1.37,7.74,81.26,11.34,2527312000,1600350372,-0.03,-0.1,9.73,17.81
166,831445,龙竹科技,10.81,6.4,0.65,197788,206694871,13.29,11.15,9.8,9.8,10.16,1.34,18.79,67.47,4.64,1588313570,1137890771,-0.18,-0.37,39.84,44.71
167,2891,中宠股份,46.9,6.4,2.82,65050,297731153.8,7.53,46.92,43.6,43.82,44.08,1.29,2.21,36.79,5.75,13829333869,13829333869,0.21,0.34,33.16,31.37
168,688319,欧林生物,16.23,6.36,0.97,70285,111627306,7.93,16.26,15.05,15.23,15.26,1.43,1.73,317.39,7.12,6588302328,6579792939,-0.06,0.43,46.08,53.11
169,600657,信达地产,4.54,6.32,0.27,622308,280302197,7.96,4.6,4.26,4.29,4.27,2.66,2.18,-16.52,0.54,12947528821,12947528821,-0.66,1.34,0,9.13
170,600353,旭光电子,8.28,6.29,0.49,658857,546019410,11.3,8.57,7.69,7.69,7.79,1.25,7.95,67.16,3.79,6881850121,6862556397,-0.12,0,13.89,14.68
171,603326,我乐家居,8.66,6.26,0.51,152336,128553398,9.82,8.77,7.97,7.97,8.15,1.14,4.77,26.03,2.51,2795782969,2764072214,0,-0.12,48.29,46.28
172,603216,梦天家居,11.45,6.22,0.67,44140,49415452,7.7,11.5,10.67,10.78,10.78,1.8,7.79,46.74,1.45,2549800500,649100500,0.09,-0.17,8.22,5.43
173,300195,长荣股份,5.98,6.22,0.35,198316,115878169,9.59,6.08,5.54,5.62,5.63,2.22,6.32,561.59,0.95,2533772381,1877196636,-0.33,-0.5,5.1,6.22
174,600592,龙溪股份,17.45,6.21,1.02,525964,929896362,9.92,18.07,16.44,16.5,16.43,1.98,13.16,31.58,2.79,6972209814,6972209814,-0.11,-0.11,67.79,77.7
175,920098,科隆新材,32.63,6.18,1.9,27907,89513346.45,7.74,32.78,30.4,30.42,30.73,1.34,6.41,22.9,3.01,2653483640,1420636097,0,-0.09,17.97,9.64
176,301001,凯淳股份,30.43,6.18,1.77,53381,160863109,13.4,31.95,28.11,28.54,28.66,1.67,10.61,390.38,3,2434400000,1530629000,-0.07,-0.16,-24.3,-13.06
177,300837,浙矿股份,21.24,6.15,1.23,39690,85357710,12.09,22.47,20.05,20.05,20.01,5.32,5.62,17.62,1.56,2124030267,1499176017,-0.19,-0.23,10.11,5.36
178,688615,合合信息,238.73,6.12,13.77,16992,394458130,7.17,238.79,222.65,223.3,224.96,1.32,8.5,59.6,8.98,23873000000,4774600000,0,0.03,16.34,17.93
179,688595,芯海科技,37.33,6.11,2.15,64698,238986573,11.14,38.5,34.58,34.58,35.18,1.32,4.54,-30.76,7.75,5316747349,5316747349,-0.03,-0.27,19.27,13.81
180,301361,众智科技,30.05,6.07,1.72,43735,132613779.2,7.02,31.57,29.58,31.03,28.33,2.18,15.04,43.85,3.04,3495896800,873974200,-0.23,-0.07,2.39,1.49
181,300753,爱朋医疗,21.75,5.99,1.23,143474,309604204.4,14.28,23.09,20.16,20.56,20.52,2.2,17.41,540.06,3.96,2741544000,1792393836,-0.09,0.05,3.67,23.37
182,603045,福达合金,14.9,5.97,0.84,122857,185121987,9.67,15.47,14.11,14.15,14.06,2.92,9.07,36.41,2.09,2018132810,2018132810,-0.07,-0.13,4.86,16.95
183,605008,长鸿高科,16.99,5.92,0.95,49977,82737671,7.17,17.05,15.9,16.1,16.04,0.99,0.78,116.48,5.51,10974901414,10914043234,0.06,-0.06,53.89,42.29
184,301043,绿岛风,30.58,5.92,1.71,14606,43929206,7.72,30.83,28.6,28.92,28.87,2.29,2.15,19.33,2.44,2079440000,2079440000,0.16,0.1,11.08,6.81
185,688365,光云科技,12.18,5.91,0.68,163201,198518754,12.61,12.84,11.39,11.5,11.5,1.66,3.83,-62.56,5.43,5186544651,5186544651,-0.16,-0.25,-4.09,7.69
186,300295,三六五网,14.77,5.88,0.82,93487,136952015.6,8.24,14.97,13.82,13.9,13.95,1.86,5.58,-248.47,2.32,2800594556,2474693176,0.14,0.14,-6.04,-11.08
187,2685,华东重机,7.05,5.86,0.39,973896,679771740.8,9.01,7.2,6.6,6.6,6.66,1.51,9.67,57.74,4.64,7104219019,7102961652,0.43,1,5.54,4.75
188,300917,特发服务,49.22,5.85,2.72,164102,813832670.5,12.95,51.82,45.8,46.04,46.5,2.03,9.71,76.17,7.74,8318180000,8318180000,0,0.12,5.06,1.74
189,836826,盖世食品,17.78,5.83,0.98,245043,413333242.6,14.05,18.2,15.84,16,16.8,1.19,39.29,60.82,7.28,2498371173,1108783665,1.89,1.43,68.53,70.96
190,603466,风语筑,9.48,5.8,0.52,312793,292754340,4.91,9.58,9.14,9.4,8.96,2.16,5.26,35,2.55,5638568455,5638568455,0,-0.21,9.6,1.72
191,688502,茂莱光学,306.67,5.78,16.75,15567,474906676,14.51,325.88,283.8,288,289.92,1.48,9.27,455.85,13.82,16192176000,5152056000,-0.14,-0.5,14.4,52.27
192,836547,无锡晶海,22.74,5.77,1.24,34553,77383508.68,6.6,22.94,21.52,21.71,21.5,1.06,9.7,27.85,2.66,1766625120,809634960,-0.39,-0.66,37.07,45.4
193,430478,峆一药业,23.29,5.77,1.27,29613,67495420.19,8.31,23.45,21.62,21.95,22.02,0.87,8.78,19.78,2.7,1309375445,785306706,0.3,-0.17,33.24,38.88
194,3000,劲仔食品,14.34,5.75,0.78,439130,620870196.3,10.69,14.9,13.45,13.64,13.56,1.58,14.44,22.19,4.55,6465822240,4361373924,0.07,-0.07,15.09,4.67
195,688776,国光电气,82.52,5.69,4.44,37307,307696106,10.51,84.7,76.49,76.49,78.08,0.91,3.44,185.79,4.77,8943799736,8943799736,-0.19,-0.42,68.34,75.02
196,2609,捷顺科技,10.08,5.66,0.54,246536,244871420.4,8.39,10.21,9.41,9.45,9.54,1.73,5.37,206.74,2.74,6505196151,4630808357,-0.4,-0.3,31.42,22.03
197,300908,仲景食品,32.23,5.64,1.72,61188,191666537.4,8.36,32.4,29.85,30.05,30.51,2.3,4.95,26.83,2.73,4705580000,3983033324,0.88,0.72,3.43,4.85
198,300378,鼎捷数智,34.89,5.63,1.86,156012,542581780,6.48,35.5,33.36,33.36,33.03,1.21,5.79,142.35,4.55,9468895839,9406774194,0.09,0.03,39.34,34.87
199,920016,中草香料,28.4,5.62,1.51,50858,140939003.9,8.44,28.82,26.55,26.6,26.89,1.65,19.29,44.72,5.96,2186286784,748599036,0.18,-0.18,28.33,43.36
200,300398,飞凯材料,20,5.6,1.06,671855,1330468266,10.3,20.59,18.64,18.88,18.94,1.1,12.75,38.64,2.75,10601867040,10539942860,0,-0.2,29.45,26.9
201,832566,梓橦宫,12.29,5.58,0.65,81688,98397087.1,7.9,12.35,11.43,11.54,11.64,1.1,7.3,15.48,2.3,1801051323,1374387763,0.16,-0.08,25.28,34.32
202,688133,泰坦科技,24.98,5.58,1.32,54029,134436732,9.72,25.5,23.2,23.45,23.66,1.21,3.29,317.69,1.47,4107635685,4107635685,0,0,31.89,36.95
203,834765,美之高,24.26,5.57,1.28,36853,88093659.69,11.1,24.9,22.35,22.66,22.98,0.67,8.38,60.29,5.07,1688812447,1067374377,-0.21,0.04,-8.18,-28.77
204,811,冰轮环境,11.61,5.55,0.61,180158,207112308.9,4.36,11.7,11.22,11.27,11,1.73,2.42,14.11,1.53,8865022204,8659068746,-0.17,-0.34,-8,-4.52
205,603125,常青科技,21.16,5.54,1.11,59960,125822161,8.38,21.56,19.88,19.9,20.05,1.65,8.59,28.93,2.53,5907819100,1477031480,-0.19,0,12.85,10.21
206,605108,同庆楼,23.36,5.46,1.21,122165,283671094,11.6,24.37,21.8,21.9,22.15,2.99,4.7,54.62,2.74,6073600000,6073600000,0.21,0.21,0.09,-4.69
207,2162,悦心健康,4.06,5.45,0.21,713990,291047700.4,11.69,4.24,3.79,3.82,3.85,1.96,7.75,-25.43,4.5,3741632270,3738029832,-0.25,-0.49,14.69,17.34
208,600171,上海贝岭,38.72,5.45,2,1036919,3965104914,8.99,39.8,36.5,36.71,36.72,1.73,14.63,69.4,6.23,27449510292,27449510292,-0.18,0.13,6.37,-2.42
209,834950,迅安科技,22.3,5.44,1.15,12453,27416649.38,7.28,22.66,21.12,21.28,21.15,1.36,4.03,17.24,4.49,1362530000,688512500,-0.31,-0.09,28.9,42.58
210,832471,美邦科技,16.49,5.43,0.85,52304,86211653.28,8.95,17.07,15.67,15.8,15.64,1.63,9.86,160.01,2.51,1371968000,874474709,0.06,0.24,7.43,35.72
211,605050,福然德,10.7,5.42,0.55,52125,54732050,7.09,10.72,10,10.09,10.15,1.36,1.06,17.04,1.25,5273272237,5273272237,-0.19,-0.09,12.04,12.63
212,600727,鲁北化工,8.18,5.41,0.42,515498,416056453,9.02,8.35,7.65,7.68,7.76,1.42,9.75,16.57,1.36,4323810044,4323319244,-0.12,-0.12,11.75,11.14
