序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3196,605288,凯迪股份,38.11,0.47,0.18,4342,16520947,1.92,38.48,37.75,37.88,37.93,0.3,0.62,28.23,1.21,2675280536,2675280536,0.03,0.18,15.14,12.19
3197,518,四环生物,2.15,0.47,0.01,133398,28784439,1.87,2.18,2.14,2.15,2.14,0.47,1.3,-113.58,4.74,2213545877,2213501740,0,-0.46,-16.99,-15.02
3198,688371,菲沃泰,14.93,0.47,0.07,9673,14508689,4.17,15.17,14.55,14.78,14.86,0.53,0.76,109.13,2.63,5008602275,1895199598,-0.13,-0.07,-0.73,-3.8
3199,528,柳    工,10.94,0.46,0.05,154140,167946050.9,2.48,11,10.73,10.79,10.89,0.59,0.76,16.65,1.26,22090477548,22081711447,0.18,0.18,-5.12,-9.29
3200,600702,舍得酒业,59.06,0.46,0.27,50938,300029404,2.26,59.34,58.01,58.28,58.79,0.45,1.53,56.9,2.89,19674211365,19644470994,0.05,0.03,0.19,-10.42
3201,300672,国科微,64.88,0.46,0.3,29708,194213033.4,3.81,66.39,63.93,63.93,64.58,0.59,1.41,150.9,3.46,14088086799,13646707446,-0.22,-0.35,5.39,-2.8
3202,300840,酷特智能,19.52,0.46,0.09,126983,248704691,4.37,20,19.15,19.15,19.43,1.07,7.42,22.54,3.53,4684800000,3341943677,-0.15,-0.2,-6.96,-2.5
3203,2552,宝鼎科技,13.09,0.46,0.06,59841,79608478.58,3.91,13.56,13.05,13.3,13.03,1.21,1.87,21.6,3.11,5347815291,4191860390,-0.08,0,-13.88,-0.23
3204,2511,中顺洁柔,6.61,0.46,0.03,69826,46114515.25,1.82,6.65,6.53,6.54,6.58,0.75,0.55,119.59,1.58,8543795246,8363407777,-0.15,0,0,-2.94
3205,600880,博瑞传播,4.33,0.46,0.02,101358,43799186,2.32,4.35,4.25,4.25,4.31,0.66,0.93,289.74,1.56,4734127958,4732820658,0.23,0,-5.46,-8.65
3206,2506,协鑫集成,2.18,0.46,0.01,407111,88900626.36,2.3,2.2,2.15,2.16,2.17,0.79,0.7,116.79,5.17,12753689811,12740873536,0,-0.46,-16.15,-18.35
3207,2189,中光学,17.4,0.46,0.08,15825,27546841,2.31,17.53,17.13,17.16,17.32,0.46,0.61,-152.75,4.23,4544867350,4544153915,-0.11,-0.17,-9.42,-15.45
3208,603327,福蓉科技,10.89,0.46,0.05,25120,27371844,2.21,10.95,10.71,10.73,10.84,0.5,0.33,44.1,4.02,8364368560,8364368560,0.09,0.09,-8.33,-10.3
3209,600059,古越龙山,8.79,0.46,0.04,188188,165026204,2.17,8.86,8.67,8.7,8.75,1.17,2.06,38.98,1.36,8012457810,8012457810,0,0,5.27,-1.01
3210,873339,恒太照明,11.19,0.45,0.05,10405,11638057.28,2.69,11.29,10.99,11.01,11.14,0.28,0.69,27.95,4.18,2464080522,1688538941,0,-0.27,31.49,42.01
3211,300780,德恩精工,13.53,0.45,0.06,21413,29077729,2.15,13.67,13.38,13.44,13.47,0.59,2.04,-40.1,1.73,1984445100,1419021989,-0.07,-0.07,-8.27,-5.78
3212,2241,歌尔股份,20.27,0.45,0.09,597770,1217896989,2.87,20.58,20,20,20.18,0.38,1.94,26.55,2.1,70762348712,62508853652,-0.05,-0.15,-19.94,-21.46
3213,688535,华海诚科,71,0.45,0.32,12794,91476900,2.74,72.3,70.36,72,70.68,0.61,2.44,140.42,5.51,5729448163,3724343908,-0.15,-0.15,-17.43,-4.51
3214,300888,稳健医疗,44.7,0.45,0.2,15685,70204132,2.27,45.11,44.1,44.64,44.5,0.46,0.89,35.31,2.29,26030142418,7845103941,-0.09,-0.18,13.02,6.23
3215,589,贵州轮胎,4.46,0.45,0.02,86051,38354158.13,1.58,4.48,4.41,4.43,4.44,0.55,0.56,9.28,0.8,6936439994,6858759728,-0.22,-0.22,-6.3,-11.33
3216,2559,亚威股份,8.98,0.45,0.04,160724,144913104,2.24,9.08,8.88,8.88,8.94,0.63,3.21,36.35,2.76,4936889916,4494591887,-0.33,-0.22,-1.32,0.11
3217,78,海王生物,2.27,0.44,0.01,88583,20138454.84,2.21,2.29,2.24,2.26,2.26,0.56,0.34,96.92,1.97,5972649793,5962021383,0,0,-9.56,-10.98
3218,688789,宏华数科,61.67,0.44,0.27,10450,64196672,2.23,62.27,60.9,60.91,61.4,0.55,0.58,26.34,3.51,11066763644,11066763644,-0.11,-0.29,-2.73,-7.1
3219,301288,清研环境,11.53,0.44,0.05,12213,14126083,3.57,11.73,11.32,11.61,11.48,0.73,2.59,-71.79,1.54,1245355300,542981414,-0.09,0.09,-22.82,-24.79
3220,300388,节能国祯,6.83,0.44,0.03,20721,14146223,1.62,6.86,6.75,6.77,6.8,0.52,0.3,12.69,1.04,4651518438,4645176899,-0.15,0,-5.01,-9.54
3221,2531,天顺风能,6.87,0.44,0.03,88414,60470385,2.34,6.89,6.73,6.79,6.84,0.48,0.49,31.75,1.36,12344556380,12275770272,0,-0.15,-12.71,-13.15
3222,600888,新疆众和,6.81,0.44,0.03,72977,49728904,1.62,6.85,6.74,6.77,6.78,0.65,0.53,7.79,0.86,9371838291,9371838291,0,-0.15,-1.73,-4.08
3223,600318,新力金融,9.22,0.44,0.04,351157,323176176,3.05,9.29,9.01,9.09,9.18,0.44,6.85,67.81,4.38,4727348767,4727348767,-0.11,-0.11,15.54,8.85
3224,600168,武汉控股,4.61,0.44,0.02,41552,19171151,1.74,4.64,4.56,4.58,4.59,0.63,0.42,51.91,0.86,4579562793,4579562793,-0.22,-0.22,7.96,4.06
3225,601866,中远海发,2.26,0.44,0.01,416051,93701837,1.78,2.27,2.23,2.24,2.25,0.8,0.42,17.9,1,30185954673,22210642933,0.44,0.44,-8.5,-13.41
3226,2448,中原内配,6.86,0.44,0.03,136327,93979032,3.22,6.98,6.76,6.79,6.83,0.66,2.8,12.99,1.15,4036490172,3339973874,-0.29,-0.29,6.36,9.58
3227,2045,国光电器,13.79,0.44,0.06,165178,229368887.4,3.2,14.04,13.6,13.6,13.73,0.5,2.94,23.83,1.85,7756642390,7747675443,-0.07,-0.07,-22.92,-36.42
3228,2270,华明装备,13.85,0.44,0.06,27307,37786937.58,1.38,13.91,13.72,13.72,13.79,0.44,0.3,20.21,3.92,12412722219,12412523306,0,-0.07,-19.94,-17.71
3229,603686,福龙马,11.51,0.44,0.05,165601,192048439,3.4,11.75,11.36,11.4,11.46,0.51,3.99,31.08,1.44,4781603950,4781603950,-0.09,-0.09,14.19,10.67
3230,1270,铖昌科技,31.88,0.44,0.14,40682,130430502.4,3.75,32.55,31.36,31.5,31.74,0.51,4.01,-212.5,4.83,6607339165,3232375780,0,-0.13,-12.3,-16.33
3231,2403,爱仕达,13.59,0.44,0.06,43396,59114861,2.51,13.72,13.38,13.5,13.53,0.5,1.46,2090.83,2.77,4629278289,4038424160,-0.07,-0.07,-17.64,-4.09
3232,2301,齐心集团,6.91,0.44,0.03,113799,78337915.34,2.47,6.96,6.79,6.84,6.88,0.67,1.58,23.57,1.57,4984237817,4961312441,0,0,0.14,-2.81
3233,302132,中航成飞,58.91,0.44,0.26,39036,229857946.2,1.45,59.33,58.48,58.68,58.65,0.57,0.66,1404.07,7.91,1.57689E+11,34801700996,-0.07,-0.1,-12.96,-17.93
3234,300171,东富龙,11.66,0.43,0.05,29520,34479972.32,1.98,11.76,11.53,11.54,11.61,0.49,0.52,43.84,1.14,8929554946,6560584759,0,-0.09,-7.9,-12.2
3235,581,威孚高科,18.72,0.43,0.08,106166,198287823,1.72,18.82,18.5,18.6,18.64,0.55,1.29,10.96,0.96,18663583405,15421538209,-0.05,-0.05,6,-0.85
3236,688767,博拓生物,37.19,0.43,0.16,6933,25774998,2.16,37.69,36.89,37.05,37.03,1.06,0.65,22.45,1.64,3966933346,3966933346,-0.24,-0.03,12.83,14.33
3237,600728,佳都科技,4.62,0.43,0.02,143962,66565556,2.17,4.65,4.55,4.57,4.6,0.5,0.67,-86.18,1.3,9899755335,9899755335,-0.22,-0.22,3.59,-1.28
3238,300976,达瑞电子,53.27,0.43,0.23,7816,41705126.25,2.68,53.89,52.47,52.78,53.04,0.48,1.28,20.92,1.55,5080738117,3259786162,0.02,-0.06,-19.24,-21.31
3239,601011,宝泰隆,2.36,0.43,0.01,117260,27638574,2.55,2.38,2.32,2.34,2.35,0.44,0.61,-12.42,0.76,4520968312,4520968312,0,0,-18.9,-21.59
3240,300843,胜蓝股份,25.74,0.43,0.11,17039,43958983,3,25.95,25.18,25.58,25.63,0.53,1.09,36.04,2.87,4213763174,4007610870,-0.16,-0.04,-12.75,-26.48
3241,688063,派能科技,37.05,0.43,0.16,13261,49109468,2.58,37.25,36.3,36.63,36.89,0.5,0.54,221.14,0.99,9090560175,9090560175,0.05,-0.11,-5.27,-7.49
3242,603738,泰晶科技,13.91,0.43,0.06,40558,56527528,2.6,14.03,13.67,13.67,13.85,0.44,1.04,48.11,3.06,5415479759,5415479759,0.07,0.07,-6.39,-7.14
3243,600100,同方股份,7.05,0.43,0.03,233172,164772279,2.71,7.13,6.94,6.95,7.02,0.6,0.7,237.27,1.56,23619598877,23619598877,-0.14,-0.14,6.33,-0.84
3244,300602,飞荣达,18.66,0.43,0.08,77146,144348315,3.61,18.97,18.3,18.3,18.58,0.61,1.97,46.84,2.9,10822920002,7300936567,-0.05,-0.16,-1.58,-2.91
3245,603219,富佳股份,13.89,0.43,0.06,23378,32565016,2.6,14.04,13.68,13.7,13.83,0.56,0.42,40.35,5.02,7797846000,7762743470,-0.07,-0.07,-5.32,-1.98
3246,2521,齐峰新材,9.32,0.43,0.04,24316,22558110,1.83,9.34,9.17,9.26,9.28,0.45,0.6,72.95,1.29,5219768986,3754373568,-0.11,-0.11,0.22,-6.99
3247,600363,联创光电,54.26,0.43,0.23,76949,420777795,3.31,55.29,53.5,53.5,54.03,0.65,1.7,55.02,5.78,24607694057,24607694057,-0.26,-0.33,16.01,13.32
3248,300252,金信诺,9.26,0.43,0.04,154228,143699275,2.17,9.4,9.2,9.22,9.22,0.62,2.87,825.14,2.85,6131544503,4972909421,0.11,-0.11,1.87,-13.94
3249,600405,动力源,4.63,0.43,0.02,61857,28699507,2.39,4.68,4.57,4.58,4.61,0.39,1.12,-13.56,4.57,2837400992,2561665324,-0.22,0,-15.2,-18.2
3250,300086,康芝药业,4.79,0.42,0.02,167023,79917129,2.52,4.85,4.73,4.78,4.77,0.4,3.79,-13.32,1.72,2180045929,2111372230,-0.21,-0.21,0.21,-2.24
3251,603927,中科软,19.28,0.42,0.08,53231,102477057,1.72,19.35,19.02,19.09,19.2,0.59,0.64,45.12,4.86,16022451200,16022451200,0.05,0.05,-7.66,-11.15
3252,300472,新元科技,4.77,0.42,0.02,63815,30558423,3.37,4.84,4.68,4.75,4.75,0.59,2.55,-16.91,2.32,1312983622,1195434571,-0.21,-0.21,-35.71,-27.29
3253,300035,中科电气,14.47,0.42,0.06,132866,191585571,2.29,14.55,14.22,14.27,14.41,0.56,2.28,40.52,2.18,9918123929,8441094469,-0.07,0,1.26,-3.21
3254,600498,烽火通信,21.49,0.42,0.09,188294,407285186,3.46,21.94,21.2,21.27,21.4,1,1.61,36.4,1.82,25454310501,25069968727,-0.09,0,12.4,10.43
3255,2677,浙江美大,7.16,0.42,0.03,22531,16146509,1.68,7.2,7.08,7.1,7.13,0.74,0.39,32.54,2.81,4625729793,4184094348,-0.14,-0.14,0.56,-2.45
3256,688268,华特气体,55.09,0.42,0.23,36094,200869847,4.08,56.51,54.27,54.66,54.86,0.66,3,35.89,3.71,6632024028,6623099448,-0.05,-0.04,23.33,19.97
3257,727,冠捷科技,2.41,0.42,0.01,418885,100987230,2.5,2.43,2.37,2.38,2.4,0.58,0.92,102.38,3.82,10916256422,10916256422,0,-0.41,-12.36,-13.31
3258,600200,江苏吴中,4.75,0.42,0.02,214476,101721274,4.02,4.8,4.61,4.69,4.73,0.83,3.02,56.28,1.88,3382721202,3376677530,0,0,-46.81,-49.03
3259,300960,通业科技,26.11,0.42,0.11,20560,53392964,2.12,26.21,25.66,25.97,26,0.56,2.21,54.55,4.32,2680567353,2427561453,0.15,0.12,17.82,3.61
3260,600969,郴电国际,7.13,0.42,0.03,177347,125764266,3.1,7.19,6.97,7.14,7.1,0.89,4.79,-72.74,0.74,2638459951,2638459951,0,0,16.12,10.89
3261,600252,中恒集团,2.41,0.42,0.01,204519,49218682,1.67,2.42,2.38,2.39,2.4,0.62,0.61,-21.44,1.34,8083915328,8057247955,0.42,0.42,2.12,-2.03
3262,688066,航天宏图,16.93,0.42,0.07,33468,57012116,2.91,17.19,16.7,16.8,16.86,0.71,1.28,-3.09,4.51,4423426501,4423426501,0,-0.06,-12.14,-17.01
3263,603716,塞力医疗,9.65,0.42,0.04,87005,84071236,4.68,9.77,9.32,9.58,9.61,0.55,4.55,-24.68,1.89,1843310779,1843310779,0,0,38.45,33.66
3264,2152,广电运通,12.09,0.42,0.05,194351,235265805,2.41,12.24,11.95,12.02,12.04,0.63,0.78,32.64,2.39,30024099237,30008996590,0,0,9.12,3.69
3265,300702,天宇股份,19.05,0.42,0.08,29636,56547724.6,2.53,19.23,18.75,18.75,18.97,0.75,1.4,58.41,1.88,6628964879,4022683401,0,0.05,16.87,14.35
3266,600935,华塑股份,2.38,0.42,0.01,87964,20894212,2.11,2.4,2.35,2.35,2.37,0.62,0.25,-19.47,1.41,8347616313,8347616313,0,0.42,-1.65,-5.56
3267,2437,誉衡药业,2.39,0.42,0.01,326101,77932999,2.52,2.41,2.35,2.37,2.38,0.62,1.57,21.94,2.82,5367437445,4955365038,0,0,-4.4,-4.02
3268,32,深桑达Ａ,21.74,0.42,0.09,102350,224059703.6,3.46,22.18,21.43,21.43,21.65,0.47,1.59,-146.54,4.08,24739233747,14017165251,-0.05,-0.14,33.29,23.24
3269,600359,新农开发,7.11,0.42,0.03,155097,108995948,2.82,7.12,6.92,7.08,7.08,0.47,4.07,85.22,4.02,2712556150,2712556150,0,0,13.76,11.27
3270,688001,华兴源创,23.8,0.42,0.1,21454,51201866,2.78,24.14,23.48,23.65,23.7,0.56,0.48,-21.75,3.09,10599992663,10599992663,0.38,0.46,-15.66,-12.18
3271,832885,星辰科技,16.58,0.42,0.07,64366,106852313.5,6.6,16.99,15.9,16.38,16.51,0.56,7.31,175.98,7.43,2828796700,1459431006,-0.24,-0.18,30.76,35.9
3272,300889,爱克股份,14.33,0.42,0.06,8267,11875448,2.24,14.51,14.19,14.27,14.27,0.47,0.85,-23.71,1.46,2235480000,1400375964,0.07,0,8.89,3.92
3273,300709,精研科技,30.91,0.42,0.13,30514,94440778.13,3.09,31.23,30.28,30.48,30.78,0.5,2.05,43.31,2.69,5751630210,4601848221,0.03,0,-23.77,-23.05
3274,301011,华立科技,26.01,0.42,0.11,97610,248230409.6,6.29,26.25,24.62,25.05,25.9,1.1,7.06,45.07,5.09,3815458920,3597377763,0,0.04,0.89,1.25
3275,688545,兴福电子,26.57,0.42,0.11,23107,61566525,2.38,26.83,26.2,26.3,26.46,0.44,3.38,59.98,3.39,9565200000,1818007719,-0.15,-0.19,127.48,127.48
3276,300549,优德精密,16.64,0.42,0.07,25042,41837840,3.14,16.85,16.33,16.54,16.57,0.51,2.48,160.43,4.04,2218777600,1681549792,-0.24,-0.24,-2.86,1.59
3277,717,中南股份,2.39,0.42,0.01,175297,42054518.39,3.36,2.43,2.35,2.36,2.38,0.82,0.72,-5.11,0.7,5792990960,5792221978,-0.42,-0.83,-8.43,-12.13
3278,300315,掌趣科技,4.84,0.41,0.02,290748,140339835.5,1.87,4.86,4.77,4.79,4.82,0.57,1.13,50.39,2.69,13165614320,12501837646,0.21,0.21,-11.36,-12
3279,2849,威星智能,14.65,0.41,0.06,24351,35765326.16,2.88,14.9,14.48,14.59,14.59,0.42,1.28,36.6,2.43,3232288334,2782224644,-0.07,-0.27,-8.72,-17.79
3280,2274,华昌化工,7.3,0.41,0.03,63394,46181487.5,1.79,7.33,7.2,7.25,7.27,0.63,0.68,9.84,1.21,6952261916,6846298649,0.14,0,-8.98,-6.05
3281,927,中国铁物,2.47,0.41,0.01,339647,83327035.4,1.22,2.47,2.44,2.45,2.46,0.48,0.56,32.55,1.6,14944373493,14944365935,0.41,0.41,-1.98,-6.08
3282,601908,京运通,2.45,0.41,0.01,117923,28810203,2.46,2.46,2.4,2.41,2.44,0.57,0.49,-3.15,0.59,5915777009,5915777009,0,0,-9.93,-19.67
3283,301302,华如科技,19.54,0.41,0.08,19200,37612181.5,2.93,19.75,19.18,19.43,19.46,0.62,2.28,-8.53,1.66,3045602100,1646049600,-0.1,-0.05,-7.57,-18.75
3284,300412,迦南科技,4.87,0.41,0.02,68937,33611395,2.68,4.92,4.79,4.81,4.85,0.64,1.46,67.01,2.3,2424074822,2303074846,0,0,-6.88,5.41
3285,603029,天鹅股份,17.35,0.41,0.07,30701,53395859,3.59,17.58,16.96,17.27,17.28,0.42,2.53,30.37,2.35,2105283700,2105283700,0,-0.06,-2.91,0.35
3286,601108,财通证券,7.39,0.41,0.03,164109,120952130,1.09,7.4,7.32,7.33,7.36,0.59,0.35,17.48,0.98,34317386422,34317386422,0.14,0.14,-3.52,-9.55
3287,1308,康冠科技,19.63,0.41,0.08,11482,22527474.34,1.79,19.72,19.37,19.37,19.55,0.44,0.48,16.5,1.79,13749152339,4704283448,0,-0.05,-16.29,-28.62
3288,603587,地素时尚,12.27,0.41,0.05,37565,45923436,2.95,12.4,12.04,12.22,12.22,0.79,0.79,15.73,1.61,5849885470,5817118496,0,-0.16,2.68,-2.62
3289,600251,冠农股份,7.38,0.41,0.03,75835,55712937,2.31,7.42,7.25,7.31,7.35,0.39,0.98,28.03,1.6,5734212643,5734212643,0,0,4.24,1.23
3290,300678,中科信息,29.09,0.41,0.12,33090,96408484,2.17,29.33,28.7,28.78,28.97,0.62,1.16,900.2,10.07,8621877263,8306618432,-0.14,0,-16.41,-20.02
3291,300175,ST朗源,4.92,0.41,0.02,68812,34019905,3.27,5.02,4.86,4.88,4.9,0.74,1.46,-58.51,4.09,2316336000,2316336000,0,0,-10.05,-10.87
3292,300223,北京君正,68.62,0.41,0.28,79324,547724723.9,3.34,69.8,67.52,67.52,68.34,0.55,1.89,81.41,2.78,33045327293,28792306903,-0.16,-0.26,5.98,0.62
3293,600637,东方明珠,7.4,0.41,0.03,111476,82305163,1.49,7.42,7.31,7.34,7.37,0.78,0.33,25.96,0.83,24878058646,24878058646,0,0,1.51,-4.64
3294,552,甘肃能化,2.44,0.41,0.01,219544,53488504.86,1.23,2.45,2.42,2.42,2.43,0.72,0.59,9.49,0.78,13058398349,9090898440,0.41,0,-6.87,-11.27
3295,600538,国发股份,4.87,0.41,0.02,28234,13755323,1.65,4.91,4.83,4.86,4.85,0.38,0.54,-91.69,3.01,2552845955,2552845955,0,0,-4.13,-5.62
3296,600769,祥龙电业,9.72,0.41,0.04,41867,40506961,2.58,9.75,9.5,9.62,9.68,0.54,1.12,284.46,35.4,3644778384,3644778384,-0.1,-0.1,2.86,1.14
3297,300480,光力科技,12.31,0.41,0.05,29152,36065690.4,4.08,12.55,12.05,12.2,12.26,0.61,1.18,-60.15,3.24,4343332401,3049699884,-0.08,-0.32,-2.3,-4.94
3298,2138,顺络电子,27.11,0.41,0.11,52112,141421657,2.41,27.35,26.7,26.74,27,0.51,0.69,26.27,3.78,21859290577,20424454978,0.04,0,-9.42,-12.21
3299,600609,金杯汽车,5.03,0.4,0.02,124430,62763241,2.4,5.1,4.98,5,5.01,0.51,0.95,17.18,4.71,6561929547,6561929547,0,0,-24.7,-30.14
3300,2119,康强电子,15.03,0.4,0.06,74802,112951801,2.67,15.2,14.8,14.82,14.97,0.47,1.99,67.8,4.13,5640518520,5640518520,-0.2,-0.27,-15.8,-2.91
3301,300239,东宝生物,5.03,0.4,0.02,80279,40363210,2.59,5.07,4.94,4.96,5.01,0.57,1.36,33.79,1.76,2985847903,2966501768,0.2,-0.2,-3.27,-19.65
3302,2140,东华科技,9.94,0.4,0.04,44059,43704524,2.02,10,9.8,9.82,9.9,0.5,0.81,17.15,1.62,7037657888,5401807943,-0.1,-0.2,8.28,0.61
3303,688005,容百科技,20.16,0.4,0.08,56855,114546780,2.04,20.31,19.9,20.04,20.08,0.51,1.22,48.69,1.71,14408865475,9376020985,0.05,-0.05,-3.95,-4.77
3304,65,北方国际,10.16,0.4,0.04,77787,78983710.36,1.58,10.22,10.06,10.12,10.12,0.43,0.8,10.37,1.12,10885280480,9905616846,-0.1,-0.1,8.9,3.89
3305,530,冰山冷热,5.04,0.4,0.02,161465,81188807.06,2.39,5.07,4.95,4.98,5.02,0.54,2.69,33.7,1.36,4249791035,3024092449,0,0,-7.86,-16.14
3306,2296,辉煌科技,10.16,0.4,0.04,100700,102542743,2.47,10.28,10.03,10.03,10.12,0.87,2.9,22.09,1.83,3958137067,3529740911,-0.1,-0.1,7.86,3.57
3307,600543,莫高股份,5.04,0.4,0.02,90091,45543738,3.59,5.13,4.95,5.01,5.02,0.99,2.81,-44.56,1.94,1618444800,1618444800,0,0,11.5,8.62
3308,600106,重庆路桥,5.06,0.4,0.02,81260,41136773,2.18,5.1,4.99,5,5.04,0.69,0.61,39.99,1.38,6724866814,6724866814,0,0,-5.95,-9.48
3309,688229,博睿数据,45.48,0.4,0.18,10793,49239525,4.48,46.28,44.25,44.81,45.3,0.91,2.43,-17.08,4.82,2019312000,2019312000,-0.07,-0.33,17.01,8.78
3310,300987,川网传媒,15.02,0.4,0.06,35411,53114206.4,3.14,15.14,14.67,14.93,14.96,0.59,2.04,109.41,3.23,2603987360,2603987360,-0.07,-0.2,9.88,6.07
3311,601966,玲珑轮胎,15.06,0.4,0.06,62042,93357923,1.4,15.12,14.91,14.94,15,0.49,0.42,9.66,1.01,22040350406,22040350406,-0.07,0,-14.53,-16.52
3312,601718,际华集团,2.53,0.4,0.01,145906,36878060,1.59,2.54,2.5,2.51,2.52,0.56,0.33,-188.59,0.66,11110822392,11110822392,0.4,0,-7.33,-10.92
3313,858,五 粮 液,132.83,0.4,0.53,122411,1617340006,1.5,132.99,131,131.33,132.3,0.89,0.32,15.51,4.08,5.15594E+11,5.15583E+11,-0.02,0.06,1.83,-3.37
3314,603890,春秋电子,10.08,0.4,0.04,57981,58547511,2.09,10.15,9.94,9.94,10.04,0.38,1.32,23.55,1.62,4425781823,4425781823,0.1,-0.1,-11.66,-14.21
3315,2321,华英农业,2.48,0.4,0.01,324212,79845797,3.64,2.49,2.4,2.44,2.47,0.43,1.53,120.95,5.5,5289567376,5268045968,0,0.4,8.77,3.77
3316,300539,横河精密,12.7,0.4,0.05,28489,36330184.04,3.48,12.89,12.45,12.6,12.65,0.52,1.66,87.3,5.15,2822628340,2177789053,-0.08,-0.08,3.59,19.59
3317,688559,海目星,27.75,0.4,0.11,16630,46082104,2.06,27.88,27.31,27.31,27.64,0.56,0.67,-44.92,2.11,6843277650,6843277650,-0.07,-0.07,-14.17,-19.33
3318,601100,恒立液压,68.62,0.4,0.27,68611,468344469,3.09,69.11,67,67.83,68.35,0.53,0.51,38.52,6.11,92007136471,92007136471,-0.1,-0.12,25.77,30.04
3319,600557,康缘药业,12.9,0.39,0.05,46073,59423312,2.65,13.1,12.76,12.76,12.85,0.59,0.81,18.75,1.63,7346022467,7303448597,0,-0.08,-1.9,-5.29
3320,2151,北斗星通,25.47,0.39,0.1,41981,106985106.5,2.36,25.68,25.08,25.16,25.37,0.4,0.95,-39.54,2.71,13829168048,11248704059,0,-0.04,-1.7,-4.03
3321,26,飞亚达,10.38,0.39,0.04,48284,50242351,1.93,10.48,10.28,10.31,10.34,1.08,1.32,19.11,1.24,4211830393,3786305573,-0.19,-0.1,5.92,0.1
3322,300198,纳川股份,2.59,0.39,0.01,410606,106733800,5.43,2.66,2.52,2.57,2.58,0.47,4.01,-25.49,3.94,2671710719,2653368004,-0.77,-0.77,25.12,23.33
3323,600761,安徽合力,15.64,0.39,0.06,92904,145111419,1.6,15.73,15.48,15.5,15.58,0.5,1.04,10.56,1.36,13930434782,13930434782,0,-0.06,-7.78,-11.39
3324,300869,康泰医学,12.76,0.39,0.05,19554,24889360.75,1.65,12.82,12.61,12.61,12.71,0.57,0.77,388.29,2.69,5127005987,3232886283,0,-0.08,-5.69,-8.46
3325,300188,国投智能,12.79,0.39,0.05,55304,70865424.65,2.2,12.89,12.61,12.68,12.74,0.59,0.65,-26.49,3.13,10992714795,10944345317,-0.08,0,-2.96,-7.25
3326,601628,中国人寿,36.44,0.39,0.14,61585,223396396,1.93,36.59,35.89,35.89,36.3,0.56,0.03,9.63,2.02,1.02997E+12,7.58809E+11,-0.05,0,-5.1,-13.07
3327,300761,立华股份,20.5,0.39,0.08,127201,259395270.8,2.64,20.65,20.11,20.3,20.42,0.44,2.1,10.96,1.95,16966712271,12400431345,0.15,0.05,10.81,5.34
3328,430300,辰光医疗,18.21,0.39,0.07,37721,68863016.52,4.91,18.54,17.65,17.8,18.14,0.41,5.67,-20.21,6.77,1563276164,1211541456,-0.22,-0.65,46.62,56.98
3329,2766,索菱股份,5.16,0.39,0.02,68159,35232482,2.33,5.21,5.09,5.12,5.14,0.44,0.8,74.03,5.48,4446580469,4389886182,-0.19,0,-11.79,-10.26
3330,601200,上海环境,7.73,0.39,0.03,56474,43602096,1.56,7.77,7.65,7.66,7.7,0.9,0.42,18.09,0.93,10406359840,10406359840,-0.13,0,-0.9,-5.39
3331,603648,畅联股份,10.19,0.39,0.04,100048,101136796,3.05,10.25,9.94,10.02,10.15,0.51,2.76,28.21,2,3692986432,3692986432,-0.1,-0.29,10.4,-0.68
3332,2635,安洁科技,12.84,0.39,0.05,38884,50057471,1.88,12.94,12.7,12.7,12.79,0.42,0.98,32.33,1.46,8470378204,5076898019,-0.16,-0.23,-16.79,-19.35
3333,600153,建发股份,10.41,0.39,0.04,191367,199904428,3.18,10.54,10.21,10.33,10.37,1.14,0.66,10.41,0.54,30679261042,30184196316,0.1,0,10.98,2.87
3334,301052,果麦文化,38.2,0.39,0.15,174208,637999984.4,10.72,38.98,34.9,36.25,38.05,1.32,21.72,133.5,5.43,3780246750,3063484144,0.21,0.1,52.68,50.16
3335,600396,华电辽能,2.59,0.39,0.01,126453,32621794,2.71,2.61,2.54,2.58,2.58,0.78,0.86,118.12,9.48,3814310656,3814310656,-0.38,-0.38,1.57,-6.16
3336,600409,三友化工,5.14,0.39,0.02,100561,51792965,1.76,5.18,5.09,5.1,5.12,0.73,0.49,21.26,0.76,10610756163,10610756163,-0.19,-0.19,-0.77,-4.81
3337,300419,ST浩丰,5.16,0.39,0.02,54467,28024709,2.14,5.19,5.08,5.1,5.14,0.57,1.48,240.74,4.16,1897609453,1897609453,-0.19,-0.19,21.41,18.89
3338,835185,贝特瑞,20.39,0.39,0.08,33897,68682374.21,2.41,20.47,19.98,20.28,20.31,0.65,0.31,24.71,1.88,22986435053,22616037409,-0.05,0,4.03,3.98
3339,600528,中铁工业,7.86,0.38,0.03,61475,48266689,1.02,7.88,7.8,7.81,7.83,0.52,0.28,9.87,0.72,17461395482,17461395482,0.13,0.13,4.11,-2.48
3340,600362,江西铜业,21.01,0.38,0.08,195492,411950843,1.58,21.27,20.94,21.26,20.93,0.81,0.94,10.45,0.93,72751944799,43600947979,-0.1,-0.1,-0.33,1.79
3341,600198,大唐电信,7.9,0.38,0.03,89131,70435800,2.03,7.96,7.8,7.83,7.87,0.51,0.68,-85.3,46.83,10298467974,10285403452,0.13,0,-5.95,-8.46
